questions,lang,keywords
Cine a scris versurile pentru imnul național al Poloniei?,ro,"Polonia, imn national, scrie, versuri"
Give me the birthdays of all actors of the television show Charmed.,en,"television show, Charmed, actor, birthday"
Gib mir die Geburtstage von allen Darstellern der Fernsehserie Charmed.,de,"Fernsehserie, Charmed, Darsteller, Geburtstag"
Dame los cumpleaños de los actores de la serie de televisión Charmed.,es,"serie televisiva, Charmed, actores, cumpleaños"
Dammi le date dei compleanni di tutti gli attori della serie televisiva Charmed.,it,"serie televisiva, Charmed, attore, compleanno"
Donnes-moi les dates de naissance des acteurs de la série télévisée Charmed.,fr,"série télévisée, Charmed, acteurs, date de naissance"
Noem de verjaardag van alle acteurs uit de televisieserie Charmed.,nl,"verjaardag, acteur, televisieserie, Charmed"
Dă-mi zilele de naștere a tuturor actorilor din serialul de televiziune Charmed,ro,"serial de televiziune, Charmed, actor, zi de naștere"
In which city did John F. Kennedy die?,en,"city, John F. Kennedy, die"
In welcher Stadt ist John F. Kennedy gestorben?,de,"Stadt, John F. Kennedy, gestorben"
¿En qué ciudad murió John F. Kennedy?,es,"cuidad, John F. Kennedy, murió"
In quale città morì John F. Kennedy?,it,"città, John F. Kennedy, morto"
Dans quelle ville est mort John F. Kennedy?,fr,"ville, John F. Kennedy"
In welke stad kwam John F. Kennedy om het leven?,nl,"stad, John F. Kennedy, gestorven"
În ce oraș a murit John F. Kennedy?,ro,"oraș, John F. Kennedy, muri"
Who produced the most films?,en,"film, produced, most"
Wer hat die meisten Filme produziert?,de,"Film, produzieren, die meisten"
¿Quién ha producido más películas?,es,"películas, producido más"
Chi ha prodotto più film?,it,"film, prodotto, più"
Qui a produit le plus de films?,fr,"films, le plus de"
Wie produceerde de meeste films?,nl,"producent, films, de meeste"
Cine a produs cele mai multe filme?,ro,"film, produs, cel mai mult"
Who created the comic Captain America?,en,"comic, Captain America, create"
Wer hat den Comic Captain America erfunden?,de,"Comic, Captain America, erfinden"
¿Quién creó el comic Capitán América?,es,"creador, comic, Capitán América"
Chi ha creato il fumetto Capitan America?,it,"creatore, fumetto, Capitan America"
Qui a créé la bande dessinée Captain America?,fr,"bande dessinée, créer, Captain America"
Wie schreef het stripverhaal Captain America?,nl,"auteur, stripverhaal, Captain America"
Cine a creat banda desenată Captain America?,ro,"bandă desenată, Captain America, creat"
Who was the father of Queen Elizabeth II?,en,"father, Queen Elizabeth II"
Wer war der Vater von Königin Elizabeth II?,de,"Vater, Königin Elizabeth II"
¿Quién fue el padre de la reina Isabel II?,es,"padre, reina Isabel II"
Chi fu il padre della regina Elisabetta II?,it,"padre, regina Elisabetta II"
Qui est le père de la reine Élisabeth II?,fr,"père, Élisabeth II"
Wie was de vader van koningin Elizabeth II?,nl,"koningin Elizabeth II, vader"
Cine a fost tatăl reginei Elisabeta a II-a?,ro,"tată, regina Elisabeta a II-a"
Which U.S. state has the abbreviation MN?,en,"U.S. state, abbreviation, MN"
Welcher US-Bundesstaat hat die Abkürzung MN?,de,"US-Bundesstaat, Abkürzung, MN"
¿Qué estado americano tiene la abreviación MN?,es,"estado americano, abreviación, MN"
Quale stato americano è abbreviato MN?,it,"stato americano, abbreviazione, MN"
Quel état americain a l'abréviation MN?,fr,"état americain, abréviation, MN"
Welke staat van de Verenigde Staten heeft de afkorting MN?,nl,"staat van de Verenigde Staten, afkorting, MN"
Care stat American este abreviat MN?,ro,"stat american, abreviere, MN"
Which movies did Kurosawa direct after Rashomon?,en,"film, direct, Kurosawa, after, Rashomon"
Welche Filme hat Kurosawa nach Rashomon gedreht?,de,"Film, drehen, Kurosawa, nach, Rashomon"
¿Qué películas ha rodado Kurosawa después de Rashomon?,es,"película, rodada, Kurosawa, después de Rashomon?"
Che film ha diretto Kurosawa dopo Rashomon?,it,"film, dirigere, Kurosawa, dopo Rashomon"
Quels films ont été realisés par Kurosawa après Rashomon?,fr,"films, Kurosawa, après Rashomon"
Welke films heeft Kurosawa geregisseerd na Rashomon?,nl,"film, Kurosawa, regisseur, na Rashomon"
Ce filme a regizat Kurosawa după Rashomon?,ro,"film, regiza, Kurosawa, după, Rashomon"
Is there a video game called Battle Chess?,en,"video game, Battle Chess"
"Gibt es ein Videospiel, das Battle Chess heißt?",de,"Videospiel, Battle Chess"
¿Hay algún videojuego que se llame Battle Chess?,es,"videojuego, Battle Chess"
Esiste un videogioco che si chiama Battle Chess?,it,"videogioco, Battle Chess"
Existe-t-il un jeu vidéo appelé Battle Chess?,fr,"jeu vidéo, Battle Chess"
Bestaat er een videospel met de naam Battle Chess?,nl,"videospel, Battle Chess"
Există un joc video numit Battle Chess?,ro,"joc video, Battle Chess"
Which mountains are higher than the Nanga Parbat?,en,"mountain, higher, Nanga Parbat"
Welche Berge sind höher als der Nanga Parbat?,de,"Berg, höher, Nanga Parbat"
¿Qué montañas son más altas que el Nanga Parbat?,es,"montañas, más altas, Nanga Parbat"
Quali montagne sono più alte del Nanga Parbat?,it,"montagna, più alta, Nanga Parbat"
Quelles montagnes sont plus hautes que le Nanga Parbat?,fr,"montagnes, plus hautes, Nanga Parbat"
Welke bergen zijn hoger dan de Nanga Parbat?,nl,"bergen, hoger, Nanga Parbat"
Ce munți sunt mai mari decât Nanga Parbat?,ro,"munte, mai mare, Nanga Parbat"
When is the movie Worst Case Scenario going to be in cinemas in the Netherlands?,en,"movie, Worst Case Scenario, cinema, Netherlands"
Wann kommt der Film Worst Case Scenario in den Niederlanden in die Kinos?,de,"Film, Worst Case Scenario, Kino, Niederlande"
¿Cuándo se estrena la película Worst Case Scenario en los países bajos?,es,"película, Worst Case Scenario, cines, páises bajos"
Quando verrà proiettato il film Worst Case Scenario al cinema nei Paesi Bassi?,it,"film, Worst Case Scenario, cinema, Paesi Bassi"
Quand sera la film Worst Case Scenario à voir dans les cinémas néerlandais?,fr,"Worst Case Scenario, cinémas néerlandais"
Wanneer komt de film Worst Case Scenario in Nederland in de bioscoop?,nl,"film, Worst Case Scenario, bioscoop, Nederland"
Când va fi filmul Worst Case Scenario în cinematografele din Olanda?,ro,"film, Worst Case Scenario, cinematograf, Olanda"
List all episodes of the first season of the HBO television series The Sopranos.,en,"HBO, television series, Sopranos, first season, episode"
Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de,"HBO-Fernsehserie, Sopranos, erste Staffel, Episode"
Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es,"serie televisiva de HBO, Los Sopranos, primera época, episodios"
Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos.,it,"serie televisiva di HBO, i Sopranos, prima stagione, episodio"
Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr,"épisodes de la première saison, HBO, les Sopranos"
Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl,"HBO-serie, The Sopranos, eerste seizoen, aflevering"
Listează toate episodele din primul sezon al serialului HBO de televiziune The Sopranos,ro,"HBO, serial de televiziune, Sopranos, primul sezon, episod"
Is Jens Friebe a vegan?,en,"Jens Friebe, vegan"
Ist Jens Friebe Veganer?,de,"Jens Friebe, Veganer"
¿Es Jens Friebe vegano?,es,"Jens Friebe, vegano"
Jens Friebe è vegano?,it,"Jens Friebe, vegano"
Jens Friebe est-il un végétarien?,fr,"Jens Friebe, végétarien"
Is Jens Friebe vegetariër?,nl,"Jens Friebe, vegetariër"
Este Jens Friebe un vegan?,ro,"Jens Friebe, vegan"
Which telecommunications organizations are located in Belgium?,en,"telecommunications organization, located, Belgium"
Welche Telekommunikationsunternehmen haben ihren Sitz in Belgien?,de,"Telekommunikationsunternehmen, Sitz, Belgien"
¿Qué empresas de telecomunicaciones tienen su sede en Bélgica?,es,"empresas de telecomunicaciones, sede, Bélgica"
Quali aziende di telecomunicazione hanno sede in Belgio?,it,"azienda di telecomunicazioni, sede, Belgio"
Quelles agences de télécommunication sont situées en Belgique?,fr,"agences de télécommunication, situées, Belgique"
Welke telecom-bedrijven zijn gevestigd in België?,nl,"België, telecom-bedrijf, gevestigd"
Ce agenții de telecomunicații sunt localizate în Belgia?,ro,"agenții de telecomunicații, localizat, Belgia"
Give me a list of all American inventions.,en,American invention
Gib mir eine Liste aller amerikanischen Erfindungen.,de,amerikanische Erfindung
Dame una lista de todos los inventos americanos.,es,inventos americanos
Dammi la lista delle invenzioni americane.,it,invenzioni americane
Donnes-moi la liste de toutes les inventions américaines.,fr,inventions américaines
Geef een lijst van alle Amerikaanse uitvindingen.,nl,Amerikaanse uitvinding
Dă-mi o listă a tuturor invențiilor americane.,ro,invenție americană
Which films starring Clint Eastwood did he direct himself?,en,"film, starring, direct, Clint Eastwood"
Bei welchen Filmen mit Clint Eastwood hat er selber Regie geführt?,de,"Film, Clint Eastwood, Regie"
¿En qué películas con Clint Eastwood están dirigidas por él mismo?,es,"películas, Clint Eastwood, director"
Quali film con Clint Eastwoon erano diretti da lui stesso?,it,"film, recitare, dirigere, Clint Eastwood"
Dans quels films de Client Eastwood joue Clint Eastwood?,fr,films de Client Eastwood où joue Clint Eastwood
"Welke films waarin Clint Eastwood speelde, werden ook door hem geregisseerd?",nl,"film, Clint Eastwood, regisseur, acteur"
Ce film în care Clint Eastwood joacă rolul principal a fost regizat de el însuși?,ro,"film, rol principal, regizor, Clint Eastwood"
Is the wife of president Obama called Michelle?,en,"Obama, president, wife, called, Michelle"
Heißt die Frau von Präsident Obama Michelle?,de,"Obama, Präsident, Frau, heißen, Michelle"
¿La mujer del presidente Obama se llama Michelle?,es,"mujer, presidente, Obama, se lamma, Michelle"
La moglie del presidente Obama si chiama Michelle?,it,"moglie, presidente, Obama, si chiama, Michelle"
L'épouse du président Obama s'appelle-t-elle Michelle?,fr,"épouse, Obama, Michelle, appelle"
Heet de echtgenote van president Barack Obama Michelle?,nl,"echtgenote, Barack Obama, Michelle"
Este soția președintelui Obama numită Michelle?,ro,"Obama, președinte, soție, numită, Michelle"
What is the highest mountain?,en,"mountain, highest"
Was ist der höchste Berg?,de,"höchster, Berg"
¿Cuál es la montaña más alta?,es,"montaña, más alta"
Qual è la montagna più alta?,it,"montagna, più alta"
Quelle est la montagne la plus haute?,fr,"montagne, la plus haute"
Wat is de hoogste berg?,nl,hoogste berg
Care este cel mai înalt munte?,ro,"munte, cel mai înalt"
Who are the parents of the wife of Juan Carlos I?,en,"Juan Carlos I, wife, parents"
Wer sind die Eltern der Frau von Juan Carlos I?,de,"Juan Carlos I, Frau, Eltern"
¿Quién son los padres de la esposa de Juan Carlos I?,es,"padres, esposa, Juan Carlos I"
Chi sono i genitori della moglie di Juan Carlos I?,it,"Juan Carlos I, moglie, genitori"
Qui sont les parents de l'épouse de Juan Carlos Ier?,fr,"parents, épouse, Juan Carlos Ier"
Hoe heten de ouders van de vrouw van Juan Carlos I?,nl,"ouders, vrouw van, Juan Carlos I"
Cine sunt părinții soției lui Juan Carlos I?,ro,"Juan Carlos I, soție, părinți"
Give me all Canadian Grunge record labels.,en,"record label, Canadian, Grunge"
Gib mir alle kanadischen Grunge-Plattenfirmen.,de,"kanadisch, Plattenfirma, Grunge"
Dame todos las empresas canadienses productoras de música Grunge.,es,"empresa productora de música, canadiense, Grunge"
Dammi tutti i produttori canadesi di musica Grunge.,it,"produttore di musica, canadese, Grunge"
Donnes-moi tous les labels discographiques canadiens de grunge.,fr,"labels discographiques, canadiens, grunge"
Noem alle Canadese grunge-platenlabels.,nl,"Canadees, platenlabel, Grunge"
Dă-mi toate casele canadiene Grunge de înregistrări.,ro,"casă de înregistrări, canadian, Grunge"
What is the birth name of Angela Merkel?,en,"birth name, Angela Merkel"
Was ist der Geburtsname von Angela Merkel?,de,"Geburtsname, Angela Merkel"
¿Cuál es el nombre de soltera de Angela Merkel?,es,"nombre de soltera, Angela Merkel"
Qual è il nome da nubile di Angela Merkel?,it,"nome da nubile, Angela Merkel"
Quel est le nom de jeune fille d'Angela Merkel?,fr,"nom de jeune fille, Angela Merkel"
Wat is de meisjesnaam van Angela Merkel?,nl,"meisjesnaam, Angela Merkel"
Care este numele de domnișoară al Angelei Merkel?,ro,"nume de domnișoară, Angela Merkel"
In which UK city are the headquarters of the MI6?,en,"MI6, headquarters, city, UK"
In welcher Stadt im Vereinigten Königreich ist das Hauptquartier des MI6?,de,"MI6, Hauptquartier, Stadt, Vereinigtes Königreich"
¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?,es,"MI6, cuartel general, ciudad, reino unido"
In quale città del Regno Unito si trova il quartier generale del MI6?,it,"MI6, quartier generale, città, Regno Unito"
Dans quelle ville anglaise se trouvent les quartiers genéraux du MI6?,fr,"ville anglaise, quartiers genéraux, MI6"
In welke Britse stad is het hoofdkwartier van MI6 gevestigd?,nl,"MI6, hoofdkwartier, Britse stad"
În care oraș din Regatul Unit se află cartierul general al MI6?,ro,"MI6, cartier general, oraș, Regatul Unit"
What is the longest river?,en,"river, longest"
Was ist der längste Fluss?,de,"Fluss, längster"
¿Cuál es el río más largo?,es,"río, más largo"
Qual è il fiume più lungo?,it,"fiume, più lungo"
Quel est le cours d'eau le plus long?,fr,"cours d'eau, plus long"
Wat is de langste rivier?,nl,"rivier, langste"
Care este cel mai lung fluviu?,ro,"fluviu, cel mai lung"
Did Socrates influence Aristotle?,en,"Socrates, influence, Aristotle"
Hat Sokrates Aristoteles beeinflusst?,de,"Sokrates, beeinflussen, Aristoteles"
¿Tuvo Sócrates influencia sobre Aristóteles?,es,"Sócrates, influencia, Aristóteles"
Socrate ha influenzato Aristotele?,it,"Socrate, influenzare, Aristotele"
Socrate a-t-il influencé Aristote?,fr,"Socrate, influencer, Aristote"
Beïnvloedde Socrates Aristoteles?,nl,"beïnvloeden, Socrates, Aristoteles"
L-a influențat Socrate pe Aristotel?,ro,"Socrate, influență, Aristotel"
In which films directed by Garry Marshall was Julia Roberts starring?,en,"film, directed, Garry Marshall, starring, Julia Roberts"
"In welchem Filmen, bei denen Garry Marshall Regie geführt hat, hat Julia Roberts mitgespielt?",de,"Film, Regie, Garry Marshall, mitspielen, Julia Roberts"
¿En qué películas dirigidas por Garry Mashall actuó Julia Roberts?,es,"película, director, Garry Marshall, actuar, Julia Roberts"
In quali film diretti da Garry Marshall recita Julia Roberts?,it,"film, regista, Garry Marshall, recitare, Julia Roberts"
Dans quels films dirigés par Garry Marshall joue Julia Roberts?,fr,"film, dirigés, Garry Marshall, joue Julia Roberts"
In welke films die werden geregisseerd door Garry Marshall speelde Julia Roberts?,nl,"film, regisseur, Garry Marshall, speelt, Julia Roberts"
În ce filme regizate de Garry Marsall a jucat Julia Roberts roluri principale?,ro,"film, regizat, Garry Marshall, rol principal, Julia Roberts"
Who was called Scarface?,en,"called, Scarface"
Wer wurde Scarface genannt?,de,"nennen, Scarface"
¿Quién era llamado Scarface?,es,"llamado, Scarface"
Chi venne chiamato Scarface?,it,"chiamare, Scarface"
Qui était surnommé Scarface?,fr,"surnommé, Scarface"
Wie werd er Scarface genoemd?,nl,"Scarface, bijnaam"
Cine era numit Scarface?,ro,"numit, Scarface"
Is Christian Bale starring in Velvet Goldmine?,en,"Christian Bale, starring, Velvet Goldmine"
Spielt Christian Bale in Velvet Goldmine mit?,de,"Christian Bale, mitspielen, Velvet Goldmine"
¿Actúa Christian Bale en Velvet Goldmine?,es,"Christian Bale, actúa, Velvet Goldmine"
Christian Bale ha recitato in Velvet Goldmine?,it,"Christian Bale, recitare, Velvet Goldmine"
Christian Bale joue-t-il dans Velvet Goldmine?,fr,"Christian Bale, joue, Velvet Goldmine"
Speelt Christian Bale in Velvet Goldmine?,nl,"Christian Bale, speelt in, Velvet Goldmine"
Joacă Christian Bale un rol principal în Velvet Goldmine?,ro,"Christian Bale, rol principal, Velevet Goldmine"
Who developed the video game World of Warcraft?,en,"video game, World of Warcraft, develop"
Wer hat das Videospiel World of Warcraft entwickelt?,de,"Videospiel, World of Warcraft, entwickeln"
¿Quién desarrolló el videojuego Warcraft?,es,"videojuego, Warcraft, desarrollar"
Chi ha creato il videogioco World of Warcraft?,it,"videogioco, World of Warcraft, creare"
Qui a développé World of Warcraft?,fr,"développé, World of Warcraft"
Wie heeft het videospel World of Warcraft ontwikkeld?,nl,"World of Warcraft, ontwikkelaar"
Cine a dezvoltat jocul video World of Warcraft?,ro,"joc video, World of Warcraft, dezvolta"
What is the time zone of Salt Lake City?,en,"Salt Lake City, time zone"
In welcher Zeitzone liegt Salt Lake City?,de,"Salt Lake City, Zeitzone"
¿En qué zona horaria se encuentra Salt Lake City?,es,"Salt Lake City, zona horaria"
In quale fuso orario si trova Salt Lake City?,it,"Salt Lake City, fuso orario"
Quel est le fuseau horaire de Salt Lake City?,fr,"fuseau horaire, Salt Lake City"
In welke tijdzone ligt Salt Lake City?,nl,"Salt Lake City, tijdzone"
Care este fusul orar din Salt Lake City?,ro,"Salt Lake City, fus orar"
Through which countries does the Yenisei river flow?,en,"Yenisei river, flow through, country"
Durch welche Länder fließt der Yenisei?,de,"Yenisei, fließen, Land"
¿Por qué países fluye el río Yenisei?,es,"países, fluye, río Yenisei"
Attraverso quali stati scorre il fiume Yenisei?,it,"fiume Yenisei, scorrere attraverso, stato"
Quels sont les pays traversés par l'Ienisseï?,fr,"Ienisseï, pays traversés"
Door welke landen stroomt de Jenisej?,nl,"Jenisej, land, stroomt door"
Ce țări traversează fluviul Enisei?,ro,"fluviul Enisei, traversează, țară"
List all games by GMT.,en,"game, GMT"
Liste alle Spiele von GMT auf.,de,"Spiel, GMT"
Dame todos los juegos de GMT.,es,"juegos, GMT"
Elenca tutti i giochi di GMT.,it,"gioco, GMT"
Donne-moi tous les jeux de GMT.,fr,"jeux, GMT"
Noem alle spelen van GMT.,nl,"spel, GMT"
Enumeră toate jocurile de GMT,ro,"joc, GMT"
Which organizations were founded in 1930?,en,"organization, founded, 1930"
Welche Unternehmen wurden 1930 gegründet?,de,"Unternehmen, gründen, 1930"
¿Qué empresas fueron fundadas en 1930?,es,"empresas, fundadas, 1930"
Quali aziende sono state fondate nel 1930?,it,"azienda, fondata, 1930"
Quels organisations ont été fondées en 1930?,fr,"organisations, fondées, 1930"
Welke organisaties werden opgericht in 1930?,nl,"organisatie, opgericht, 1930"
Ce organizații au fost fondate în 1930?,ro,"organizație, fondat, 1930"
To which countries does the Himalayan mountain system extend?,en,"Himalayan mountain system, extend, country"
Über welche Länder erstreckt sich der Himalaya?,de,"Himalaya, erstrecken, Land"
¿Por qué países se extiende el Himalaya?,es,"Himalaya, extiende, países"
Su quali stati si estende la catena montuosa dell'Himalaya?,it,"catena montuosa dell'Himalaya, estendersi, stati"
Quels sont les pays chevauchés par l'Himalaya?,fr,"Himalaya, chevauchés, pays"
Over welke landen strekt de Himalaya zich uit?,nl,"Himalaya, land, uitstrekken"
Peste ce țări se întinde lanțul munților Himalaya?,ro,"lanțul munților Himalaya, întinde, țară"
How many employees does IBM have?,en,"IBM, employees"
Wieviele Angestellte hat IBM?,de,"IBM, Angestellte"
¿Cuántos empleados tiene IBM?,es,"IBM, empleados"
Quanti dipendenti ha IBM?,it,"IBM, dipendenti"
Combien d'employés a IBM?,fr,"employés, IBM"
Hoeveel medewerkers heeft IBM?,nl,"medewerkers, IBM"
Câți angajați are IBM?,ro,"IBM, angajați"
When was Alberta admitted as province?,en,"Alberta, admit, province"
Wann wurde die Provinz Alberta gegründet?,de,"Provinz, Alberta, gegründet"
¿Cúando fué fundada la provincia de Alberta?,es,"provincia, Alberta, fundada"
Quando Alberta è stata ammessa come provincia?,it,"Alberta, ammessa, provincia"
Quand a Alberta reçu le status de province?,fr,"Alberta, reçu, province"
Wanneer werd de provincie Alberta gesticht?,nl,"provincie, Alberta, gesticht"
Când a fost Alberta recunoscută ca provincie?,ro,"Alberta, recunoaște, provincie"
Which countries are connected by the Rhine?,en,"Rhine, country"
Welche Länder verbindet der Rhein?,de,"Rhein, Land"
¿Qué países une el Rhin?,es,"Rhin, une, países"
Quali stati sono collegati dal Reno?,it,"Reno, collegare, stati"
Quels sont les pays connectés pas le Rhin?,fr,"pays connectés, Rhin"
Welke landen worden door de Rijn verbonden?,nl,"land, Rijn"
Ce țări sunt unite de Rin?,ro,"Rin, țară"
Give me all cosmonauts.,en,cosmonauts
Gib mir alle Kosmonauten.,de,Kosmonauten
Dame todas las cosmonautas.,es,cosmonautas
Dammi tutte le cosmonaute.,it,cosmonaute
Donnes-moi tous les cosmonautes.,fr,cosmonautes
Geef alle kosmonauten.,nl,kosmonauten
Dă-mi toți cosmonauții.,ro,cosmonauți
Who is the mayor of Tel Aviv?,en,"Tel Aviv, mayor"
Wer ist der Bürgermeister von Tel Aviv?,de,"Tel Aviv, Bürgermeister"
¿Quién es el alcalde de Tel Aviv?,es,"Tel Aviv, alcalde"
Chi è il sindaco di Tel Aviv?,it,"Tel Aviv, sindaco"
Qui est le maire de Tel Aviv?,fr,"Tel Aviv, maire"
Wie is de burgemeester van Tel Aviv?,nl,"Tel Aviv, burgemeester"
Cien este primarul din Tel Aviv?,ro,"Tel Aviv, primar"
Which ships were called after Benjamin Franklin?,en,"ship, called after, Benjamin Franklin"
Welche Schiffe wurden nach Benjamin Franklin benannt?,de,"Schiff, benannt, Benjamin Franklin"
¿Qué barcos fueron bautizados en honor a Benjamin Franklin?,es,"barco, bautizado, honor, Benjamin Franklin"
Quali navi sono state battezzate in onore di Benjamin Franklin?,it,"navem battezzare, onore, Benjamin Franklin"
Quels bâteaux portent le nom de Benjamin Franklin?,fr,"bâteaux, nom, Benjamin Franklin"
Welke schepen zijn genoemd naar Benjamin Franklin?,nl,"schip, genoemd naar, Benjamin Franklin"
Ce nave au fost numite după Benjamin Franklin?,ro,"navă, numit după, Benjamin Franklin"
Who is the husband of Amanda Palmer?,en,"Amanda Palmer, husband"
Wer ist der Mann von Amanda Palmer?,de,"Amanda Palmer, Mann"
¿Quién es el marido de Amanda Palmer?,es,"Amanda Palmer, marido"
Chi è il marito di Amanda Palmer?,it,"Amanda Palmer, marito"
Qui est l'épou d'Amanda Palmer?,fr,"épou, Amanda Palmer"
Wie is de echtgenoot van Amanda Palmer?,nl,"Amanda Palmer, echtgenoot"
Cine este soțul Amandei Palmer?,ro,"Amanda Palmer, soț"
How many employees does Google have?,en,"Google, employees"
Wieviele Angestellte hat Google?,de,"Google, Angestellte"
¿Cuántos empleados tiene Google?,es,"Google, empleados"
Quanti dipendenti ha Google?,it,"Google, dipendenti"
Combien d'employés a Google?,fr,"Nombre d'employés, Google"
Hoeveel werknemers heeft Google?,nl,"werknemers, Google"
Câți angajați are Google?,ro,"Google, angajați"
Which mountain is the highest after the Annapurna?,en,"mountain, highest after, Annapurna"
Was ist der höchste Berg nach dem Annapurna?,de,"Berg, höchster nach, Annapurna"
¿Cuál es la montaña más alta después del Annapurna?,es,"montaña, más alta después de, Annapurna"
Qual è la montagna più alta dopo l'Annapurna?,it,"montagna, più alta dopo, Annapurna"
Quelle est la montagne la plus haute après l'Annapurna?,fr,"montagne, la plus haute, Annapurna"
Welke berg is na de Annapurna de hoogste berg?,nl,"berg, hoogste na, Annapurna"
Care este cel mai înalt munte după Annapurna?,ro,"munte, cel mai înalt după, Annapurna"
Does Breaking Bad have more episodes than Game of Thrones?,en,"Breaking Bad, episodes, more than, Game of Thrones"
Hat Breaking Bad mehr Episoden als Game of Thrones?,de,"Breaking Bad, Episoden, mehr als, Game of Thrones"
¿Tiene Breaking Bad más episodios que Game of Thrones?,es,"Breaking Bad, episodios, más que, Game of Thrones"
Breaking Bad ha più episodi di Game of Thrones?,it,"Breaking Bad, eposido, più di, Game of Thrones"
A Breaking Bad plus d'épisodes que Game of Thrones?,fr,"Breaking Bad, épisodes plus que, Game of Thrones"
Heeft Breaking Bad meer afleveringen dan Game of Thrones?,nl,"Breaking Bad, afleveringen, meer dan, Game of Thrones"
Are Breaking Bad mai multe episoade decât Game of Thrones?,ro,"Breaking Bad, episoade, mai multe decât, Game of Thrones"
Give me a list of all bandleaders that play trumpet.,en,"bandleader, play, trumpet"
"Gib mir eine Liste aller Bandleader, die Trompete spielen.",de,"Bandleader, spielen, Trompete"
Dame una lista de todos los líderes de un grupo que tocan la trompeta.,es,"líder de grupo, tocar, trompeta"
Dammi la lista di tutti i direttori di orchestra che suonano la tromba.,it,"direttori di orchestra, suonare, tromba"
Donne-moi une liste de tous les chefs d'orchestre qui jouent trompette.,fr,"chef d'orchestre, jouer, trompette"
Geef me een lijst van alle bandleider die trompet spelen.,nl,"bandleider, spelen, trompet"
Dă-mi o listă a tuturor conducătorilor de formații care cântă la trompetă.,ro,"conducător de formație, cântă, trompetă"
When was the Battle of Gettysburg?,en,Battle of Gettysburg
Wann fand die Schlacht von Gettysburg statt?,de,Schlacht von Gettysburg
¿Cuándo tuvo lugar la batalla de Gettysburg?,es,batalla de Gettysburg
Quando ha avuto luogo la battaglia di Gettysburg?,it,battaglia di Gettysburg
Quand se déroula la bataille de Gettysburg?,fr,"bataille de Gettysburg, quand"
Wanneer was de Slag bij Gettysburg?,nl,Slag bij Gettysburg
Când a fost bătălia de la Gettysburg?,ro,bătălia de la Gettysburg
When did Michael Jackson die?,en,"Michael Jackson, die"
Wann starb Michael Jackson?,de,"Michael Jackson, gestorben"
¿Cuándo murió Michael Jackson?,es,"Michael Jackson, muerto"
Quando è morto Michael Jackson?,it,"Michael Jackson, morto"
Quand mourut Michael Jackson?,fr,"Michael Jackson, mort"
Wanneer overleed Michael Jackson?,nl,"overleden, Michael Jackson"
Când a murit Michael Jackson?,ro,"Michael Jackson, muri"
How many languages are spoken in Turkmenistan?,en,"languages, Turkmenistan"
Wieviele Sprachen werden in Turkmenistan gesprochen?,de,"Sprachen, Turkmenistan"
¿Cuántos idiomas se hablan en Turkmenistán?,es,"idiomas, Turkmenistán"
Quante lingue sono parlate in Turkmenistan?,it,"lingue, Turkmenistan"
Combien de langues sont parlées au Turkménistan?,fr,"langues, Turkménistan"
Hoeveel talen worden er gesproken in Turkmenistan?,nl,"talen, Turkmenistan"
Câte limbi sunt vorbite în Turkmenistan?,ro,"limbi, Turkmenistan"
Is Frank Herbert still alive?,en,"Frank Herbert, alive"
Lebt Frank Herbert noch?,de,"Frank Herbert, leben"
¿Todavía vive Frank Herbert?,es,"Frank Herbert, vive"
Frank Herbert è ancora vivo?,it,"Frank Herbert, vivente"
Frank Herbert est-il encore en vie?,fr,"Frank Herbert, en vie"
Leeft Frank Herbert nog?,nl,"Frank Herbert, leeft"
Este Frank Herbert încă în viață?,ro,"Frak Herbert, în viață"
How many big fires struck Paris during the Middle Ages?,en,"Paris, middle ages, fire"
Wieviele Großbrände wüteten im Paris des Mittelalters?,de,"Paris, Mittelalter, Großbrand"
¿Cuántos grandes incendios se produjeron en el Paris medieval?,es,"Paris, edad media, gran incendio"
Quanti grandi incendi sono scoppiati a Parigi nel Medioevo?,it,"Parigi, Medioevo, incendio"
Quels grands incendies ont frappé Paris pendant le Moyen Âge?,fr,"grands incendies, frappé, Paris, Moyen Âge"
Hoeveel grote branden troffen Parijs in de Middeleeuwen?,nl,"grote brand, Parijs, Middeleeuwen"
Câte incendii majore a suferit Parisul în Evul Mediu?,ro,"Paris, Evul Mediu, incendiu"
How many inhabitants does Maribor have?,en,"Maribor, inhabitants"
Wieviele Einwohner hat Maribor?,de,"Maribor, Einwohner"
¿Cuántos habitantes tiene Maribor?,es,"Maribor, habitantes"
Quanti abitanti ha Maribor?,it,"Maribor, abitanti"
Combien d'habitants a Maribor?,fr,"nombre d'habitants, Maribor"
Hoeveel inwoners heeft Maribor?,nl,"Maribor, inwoners"
Câți locuitori are Maribor?,ro,"Maribor, locuitori"
Give me a list of all lakes in Denmark.,en,"lake, Denmark"
Gib mir eine Liste aller Seen in Dänemark.,de,"See, Dänemark"
Dame una lista de todos los lagos en Dinamarca.,es,"lista, lagos, Dinamarca"
