questions,lang,keywords
¿En qué estados federales de Alemania gobierna la SPD?,es,"estado federal, Alemania, gobierna, SPD"
In quali stati federati della Germania governa il Partito Socialista Democratico?,it,"stato federato, Germania, governo, Partito Socialista Democratico"
Quels sont les états d'Allemagne gouvernés par le parti social-démocrate d'Allemagne?,fr,"états d'Allemagne, parti social-démocrate d'Allemagne, gouvernés"
In welke Duitse deelstaten is de SPD aan de macht?,nl,"Duitse deelstaat, SPD, aan de macht"
Ce state germane sunt guvernate de Partidul Social Democrat?,ro,"stat, Germania, guverna, Partidul Social Democrat"
Give me all Canadian Grunge record labels.,en,"record label, Canadian, Grunge"
تمام ناشران موسیقی گرانج کانادایی را لیست کن.,fa,ناشران موسیقی، گرانج، کانادایی
Gib mir alle kanadischen Grunge-Plattenfirmen.,de,"kanadisch, Plattenfirma, Grunge"
Dame todos las empresas canadienses productoras de música Grunge.,es,"empresa productora de música, canadiense, Grunge"
Dammi tutti i produttori canadesi di musica Grunge.,it,"produttore di musica, canadese, Grunge"
Donnes-moi tous les labels discographiques canadiens de grunge.,fr,"labels discographiques, canadiens, grunge"
Noem alle Canadese grunge-platenlabels.,nl,"Canadees, platenlabel, Grunge"
Dă-mi toate casele canadiene Grunge de înregistrări.,ro,"casă de înregistrări, canadian, Grunge"
Which country has the most official languages?,en,"country, official language, most"
کدام کشور بیشترین زبان رسمی را دارد؟,fa,کشور، بیشترین، زبان رسمی
Welches Land hat die meisten Amtssprachen?,de,"Land, Amtssprache, die meisten"
¿Qué país tiene más idiomas oficiales?,es,"país, idiomas oficiales, más"
Quale stato ha più lingue ufficiali?,it,"stato, lingue ufficiali, più"
Quels pays a le plus de langues officielles?,fr,"pays, plus de langues officielles"
Welk land heeft de meeste officiële talen.,nl,"land, officiële taal, meeste"
Ce țară are cele mai multe limbi oficiale?,ro,"șară, limbă oficială, cele mai multe"
In which programming language is GIMP written?,en,"GIMP, programming language"
گیمپ با چه زبان برنامه نویسی نوشته شده است؟,fa,گیمپ، زبان برنامه نویسی
In welcher Programmiersprache wurde GIMP geschrieben?,de,"GIMP, Programmiersprache"
¿En qué lenguaje de programación esta programado GIMP?,es,"GIMP, lenguaje de programación"
In quale linguaggio di programmazione è scritto GIMP?,it,"GIMP, linguaggio di programmazione"
En quel langage de programmation a été écrit GIMP?,fr,"langage de programmation, GIMP"
In welke programmeertaal is GIMP geschreven?,nl,"GIMP, programmeertaal"
În ce limbaj de programare este scris GIMP?,ro,"GIMP, limbaj de programare"
Who produced films starring Natalie Portman?,en,"produce, film, starring, Natalie Portman"
چه کسی فیلم هایی با بازی ناتالی پورتمن را تولید کرده است؟,fa,فیلم هایی، بازی، ناتالی پورتمن، تولید
"Wer produzierte Filme, in denen Natalie Portman mitspielt?",de,"produzieren, Film, mitspielen, Natalie Portman"
¿Quién ha producido películas en las que actua Natalie Portman?,es,"producente, perlículas, actua, Natalie Portman"
Chi ha prodotto i film in cui recita Natalie Portman?,it,"produttore, film, recita, Natalie Portman"
Qui a produit des films dans lesquels joue Natalie Portman?,fr,"produit, films, Natalie Portman"
Wie produceerde films waarin Natalie Portman speelde?,nl,"producent, film, Natalie Portman, speelt"
Cine a produs filme cu Natalie Portman în rol principal?,ro,"produce, film, rol principal, Natalie Portman"
Give me all movies with Tom Cruise.,en,"movie, Tom Cruise"
تمام فیلم های تام کروز را لیست کن.,fa,فیلم های، تام کروز
Gib mir alle Filme mit Tom Cruise.,de,"Film, Tom Cruise"
Dame todas las películas con Tom Cruise,es,"películas, Tom Cruise"
Dammi tutti i film con Tom Cruise.,it,"film, Tom Cruise"
Donnes-moi tous les films avec Tom Cruise.,fr,"films, Tom Cruise"
Noem alle films met Tom Cruise.,nl,"film, Tom Cruise"
Dă-mi toate filmele cu Tom Cruise.,ro,"film, Tom Cruise"
In which films did Julia Roberts as well as Richard Gere play?,en,"film, play, Julia Roberts, Richard Gere"
در چه فیلم هایی جولیا رابرتس همچنین ریچارد گییر بازی کردند؟,fa,فیلم هایی، جولیا رابرتس، ریچارد گییر، بازی
In welchen Filmen spielen sowohl Julia Roberts als auch Richard Gere mit?,de,"Film, mitspielen, Julia Roberts, Richard Gere"
¿En qué películas actúan Julia Roberts y Richard Gere?,es,"película, actores, Julia Roberts, Richard Gere"
In quali film recitano sia Julia Roberts che Richard Gere?,it,"film, recitare, Julia Roberts, Richard Gere"
Dans quels films jouent Julia Roberts et Richard Gere?,fr,"films, Julia Roberts, Richard Gere"
In welke films speelden zowel Julia Roberts als Richard Gere?,nl,"film, speel, Julia Roberts, Richard Gere"
În ce filme joacă Julia Roberts precum și Richard Gere?,ro,"film, joacă, Julia Roberts, Richard Gere"
Give me all female given names.,en,"female, given name"
تمام اسم های دخترانه را لیست کن.,fa,اسم های، دخترانه
Gib mir alle weiblichen Vornamen.,de,"weiblich, Vorname"
Dame todos los nombres propios femeninos.,es,"nombre propio, femenino"
Dammi tutti i nomi propri femminili.,it,"nome proprio, femminile"
Donnes-moi tous les prénoms féminins.,fr,"prénom, féminin"
Geef me alle vrouwelijke voornaamen.,nl,"vrouwelijk, voornaam"
Dă-mi toate prenumele feminine.,ro,"feminine, prenume"
Who wrote the book The Pillars of the Earth?,en,"wrote, book, The pillars of the Earth"
چه کسی کتاب ستون های زمین را نوشت؟,fa,کتاب، ستون های زمین، نوشت
Wer schrieb das Buch Die Säulen der Erde?,de,"schreiben, Buch, Die Säulen der Erde"
¿Quen escribió el libro Los pilares de la Tierra?,es,"escritor, libro, Pilares de la Tierra"
Chi ha scritto il libro I pilastri della Terra?,it,"scritto, libro, I pilastri della Terra"
Qui a écrit le livre Les Piliers de la Terre?,fr,"Les Piliers de la Terre, écrivain"
Wie schreef het boek De Pilaren van de Aarde?,nl,"auteur, De Pilaren van de Aarde"
Cine e scris cartea Stâlpii Pământului?,ro,"scrie, carte, Stâlpii Pământului"
How many films did Leonardo DiCaprio star in?,en,"film, star, Leonardo DiCaprio"
لئوناردو دیکاپریو در چند فیلم بازی کرده است؟,fa,لئوناردو دیکاپریو، فیلم، بازی
In wievielen Filmen hat Leonardo DiCaprio mitgespielt?,de,"Film, mitspielen, Leonardo DiCaprio"
¿En cuántas películas ha actuado Leonardo DiCaprio?,es,"películas, cuántas, actúa, Leonardo DiCaprio"
In quanti film ha recitato Leonardo DiCaprio?,it,"film, recitare, Leonardo DiCaprio"
Dans combien de films Leonard DiCaprio a-t-il joué?,fr,"combien, films, Leonard DiCaprio"
In hoeveel films speelde Leonardo DiCaprio?,nl,"film, speelt, Leonardo DiCaprio"
În câte filme a jucat Leonardo DiCaprio rol principal?,ro,"film, rol principal, Leonardo DiCaprio"
Give me all soccer clubs in the Premier League.,en,"Premier League, soccer club"
تمام باشگاه های فوتبال در لیگ برتر را لیست کن.,fa,باشگاه های فوتبال، لیگ برتر
Gib mir alle Vereine in der Premier League.,de,"Premier League, Verein"
Dame todos los clubs de la Premier League.,es,"Premier League, club"
Dammi tutti i club calcistici nella Premier League.,it,"Premier League, club calcistici"
Donnes-moi toutes les équipes de la Premier League.,fr,"équipes, Premier League"
Noem alle clubs uit de Premier League.,nl,"club, Premier League"
Dă-mi toate cluburile de fotbal din Premier League,ro,"Premier League, club de fotbal"
In which U.S. state is Mount McKinley located?,en,"U.S. state, located, Mount McKinley"
کوه مک کینلی در کدام ایالت ایالات متحده واقع شده است؟,fa,کوه مک کینلی، ایالت ایالات متحده، واقع
In welchem US-Bundesstaat befindet sich der Mount McKinley?,de,"US-Staat, befinden, Mount McKinley"
¿En qué estado de los estados unidos se encuentra el monte McKinley?,es,"estado, estados unidos de américa, encuentra, monte McKinley"
In quale stato degli Stati Uniti si trova il Monte McKinley?,it,"Stati Uniti d'America, trova, Mount McKinley"
Dans quel état des Etats-Unis d'Amérique se trouve le mont McKinley?,fr,"états, Etats-Unis d'Amérique, trouve, mont McKinley"
In welke deelstaat van de Verenigde Staten is Mount McKinley gelegen?,nl,"deelstaat, Verenigde Staten, gelegen, Mount McKinley"
În ce stat american se află muntele McKinley?,ro,"stat american, aflat, muntele McKinley"
When was Jack Wolfskin founded?,en,"Jack Wolfskin, founded"
جک ولفیش کی تأسیس شد؟,fa,جک ولفیش، تأسیس
Wann wurde Jack Wolfskin gegründet?,de,"Jack Wolfskin, gründen"
¿Cúando se fundó Jack Wolfskin?,es,"Jack Wolfskin, fundada"
Quando è stata fondata Jack Wolfskin?,it,"Jack Wolfskin, fondata"
Quand a été fondé Jack Wolfskin?,fr,"fondé, Jack Wolfskin"
Wanneer werd Jack Wolfskin opgericht?,nl,"Jack Wolfskin, opgericht"
Când a fost fondat Jack Wolfskin?,ro,"Jack Wolfskin, fondat"
Which organizations were founded in 1930?,en,"organization, founded, 1930"
چه سازمان هایی در 1930 تأسیس شدند؟],fa,سازمان هایی، 1930، تأسیس
Welche Unternehmen wurden 1930 gegründet?,de,"Unternehmen, gründen, 1930"
¿Qué empresas fueron fundadas en 1930?,es,"empresas, fundadas, 1930"
Quali aziende sono state fondate nel 1930?,it,"azienda, fondata, 1930"
Quels organisations ont été fondées en 1930?,fr,"organisations, fondées, 1930"
Welke organisaties werden opgericht in 1930?,nl,"organisatie, opgericht, 1930"
Ce organizații au fost fondate în 1930?,ro,"organizație, fondat, 1930"
What is the highest mountain?,en,"mountain, highest"
بلندترین کوه کدام است؟,fa,بلندترین، کوه
Was ist der höchste Berg?,de,"höchster, Berg"
¿Cuál es la montaña más alta?,es,"montaña, más alta"
Qual è la montagna più alta?,it,"montagna, più alta"
Quelle est la montagne la plus haute?,fr,"montagne, la plus haute"
Wat is de hoogste berg?,nl,hoogste berg
Care este cel mai înalt munte?,ro,"munte, cel mai înalt"
Was Natalie Portman born in the United States?,en,"Natalie Portman, born, United States"
آیا ناتالی پورتمن در ایالات متحده متولد شد؟,fa,ناتالی پورتمن، ایالات متحده، متولد
Wurde Natalie Portman in den Vereinigten Staaten geboren?,de,"Natalie Portman, geboren, Vereinigte Staaten"
¿Nació Natalie Portman en los estados unidos de américa?,es,Natalie Portman
Natalie Portman è nata negli Stati Uniti?,it,"Natalie Portman, nata, Stati Uniti"
Natalie Portman est-elle née aux Etats-Unis?,fr,"Natalie Portman, née, Etats-Unis"
Werd Natalie Portman geboren in de Verenigde Staten?,nl,"Natalie Portman, geboren, Verenigde Staten"
A fost Natalie Portman născută în Statele Unite?,ro,"Natalie Portman, născută, Statele Unite"
Which budget did the first movie of Zdenek Sverak have?,en,"Zdenek Sverak, movie, first, budget"
اولین فیلم زندیک سویراک چقدر بودجه داشت؟,fa,اولین، فیلم، زندیک سویراک، بودجه
Welches Budget hatte der erste Film von Zdenek Sverak?,de,"Zdenek Sverak, Film, erster, Budget"
¿Cuál fué el presupuesto de la primera película de Zdenek Sverak?,es,"presupuesto, primera pelicula, Zdenek Sverak"
Che budget ebbe il primo film di Zdenek Sverak?,it,"Zdenek Sverak, film, primo, budget"
Quel était le budget du premier film de Zdenek Sverak?,fr,"budget, premier film, Zdenek Sverak"
Welk budget had de eerste film van Zdenek Sverak,nl,"budget, eerste film, Zdenek Sverak"
Ce buget a avut primul film al lui Zdenek Sverak?,ro,"Zdenek Sverak, film, primul, buget"
How many big fires struck Paris during the Middle Ages?,en,"Paris, middle ages, fire"
چند آتش سوزی بزرگ در طول قرون وسطی در پاریس رخ داده است؟,fa,آتش سوزی، قرون وسطی، پاریس
Wieviele Großbrände wüteten im Paris des Mittelalters?,de,"Paris, Mittelalter, Großbrand"
¿Cuántos grandes incendios se produjeron en el Paris medieval?,es,"Paris, edad media, gran incendio"
Quanti grandi incendi sono scoppiati a Parigi nel Medioevo?,it,"Parigi, Medioevo, incendio"
Quels grands incendies ont frappé Paris pendant le Moyen Âge?,fr,"grands incendies, frappé, Paris, Moyen Âge"
Hoeveel grote branden troffen Parijs in de Middeleeuwen?,nl,"grote brand, Parijs, Middeleeuwen"
Câte incendii majore a suferit Parisul în Evul Mediu?,ro,"Paris, Evul Mediu, incendiu"
Is Pamela Anderson a vegan?,en,"Pamela Anderson, vegan"
آیا پاملا اندرسون یک گیاهخوار است؟,fa,پاملا اندرسون، گیاهخوار
Ist Pamela Anderson Veganer?,de,"Pamela Anderson, Veganer"
¿Es Pamela Anderson vegana?,es,"Pamela Anderson, vegano"
Pamela Anderson è vegana?,it,"Pamela Anderson, vegana"
Pamela Anderson est-elle une végétarienne?,fr,"Pamela Anderson, végétarien"
Is Pamela Anderson vegetariër?,nl,"Pamela Anderson, vegetariër"
Este Pamela Anderson un vegan?,ro,"Pamela Anderson, vegan"
How often was Michael Jordan divorced?,en,"Michael Jordan, divorced"
مایکل جردن چند بار طلاق گرفته است؟,fa,مایکل جردن، طلاق
Wie oft hat sich Michael Jordan scheiden lassen?,de,"Michael Jordan, scheiden"
¿Cuántas veces se ha divorciado Michael Jordan?,es,"Michael Jordan, divorcio"
Quante volte ha divorziato Michael Jordan?,it,"Michael Jordan, divorziato"
Combien de fois a divorcé Michael Jordan?,fr,"Michael Jordan, divorcé"
Hoe vaak is Michael Jackson gescheiden?,nl,"gescheiden, Michael Jackson"
De câte ori a divorțat Michael Jordan?,ro,"Michael Jordan, divorțat"
What is the most beautiful painting?,en,"painting, most, beautiful"
زیباترین نقاشی کدام است؟,fa,زیباترین، نقاشی
Welches Gemälde ist das schönste?,de,"Gemälde, schönstes"
¿Cuál es la pintur más bonita?,es,"pintura, más bonita"
Qual è il dipinto più bello?,it,"dipinto, più bello"
Quelle est la plus belle peinture du monde?,fr,plus belle peinture du monde
Wat is het mooiste schilderij?,nl,"schilderij, mooiste"
Care este cel mai prumos tablou?,ro,"tablou, cel mai, frumos"
Give me all animal species that live in the Amazon rainforest.,en,"Amazon rainforest, animal species"
تمام گونه های جانوری که در جنگل انبوه آمازون زندگی می کنند را لیست کن.,fa,گونه های جانوری، جنگل انبوه آمازون
"Gib mir alle Tierarten, die im Amazonas-Regenwald leben.",de,"Amazonas-Regenwald, Tierart"
Dame todas las especies animales qué viven en Amazonía.,es,"Amazonía, especies animales"
Dammi tutte le specie animali che vivono nella Foresta Amazzonica.,it,"Foresta Amazzonica, specie animali"
Donne-moi toutes les espèces d'animaux qui vivent dans la forêt amazonienne.,fr,"espèces animales, forêt amazonienne"
Noem alle diersoorten die leven in het Amazoneregenwoud.,nl,"diersoort, voorkomen, Amazoneregenwoud"
Dă-mi toate speciile de animale care trăiesc în pădurea Amazoniană.	,ro,"pădurea Amazoniană, specii de animale"
How many inhabitants does the largest city in Canada have?,en,"inhabitants, largest city, Canada"
بزرگترین شهر در کانادا چه تعداد سکنه دارد؟,fa,بزرگترین شهر، کانادا، سکنه
Wieviele Einwohner hat die größte Stadt in Kanada?,de,"Einwohner, größte Stadt, Kanada"
¿Cuántos habitantes tiene la ciudad más grande de Canadá?,es,"número de habitantes, ciudad más grande de Canadá"
Quanti abitanti ha la città più grande del Canada?,it,"abitanti, città più grande, Canada"
Combien d'habitants a large ville la plus grande du Canada?,fr,"nombre dhabitants, ville la plus large, Canada"
Hoeveel inwoners heeft de grootste stadt in Canada?,nl,"inwoners, grootste, stad, Canada"
Câți locuitori are cel mai are oraș din Canada?,ro,"locuitori, cel mai mare oraș, Canada"
In which studio did the Beatles record their first album?,en,"Beatles, record, first album, studio"
بیتلز اولین آلبوم خود را در کدام استودیو ضبط کردند؟,fa,بیتلز، اولین آلبوم، استودیو، ضبط
In welchem Studio haben die Beatles ihr erstes Album aufgenommen?,de,"Beatles, erstes Album, aufgenommen, Studio"
¿En qué estudio grabaron los Beatles su primer album?,es,"Beatles, primer album, estudio"
In quali studio i Beatles hanno registrato il loro primo album?,it,"Beatles, registrare, primo album, studio"
Dans quel studio a été enregistré le premier album des Beatles?,fr,"Beatles, enregistré, premier album, studio"
In welke studio hadden de Beatles hun eerste album opgenomen?,nl,"Beatles, eerste album, opgenomen, studio"
În ce studio au înregistrat Beatles primul lor albunm?,ro,"Beatles, înregistrat, primul album, studio"
Who was the first to climb Mount Everest?,en,"first, climb, mount Everest"
چه کسی برای اولین بار قله اورست را فتح کرد؟,fa,اولین، قله اورست، فتح
Wer hat als erstes den Mount Everest bestiegen?,de,"Mount Everest, besteigen, erster"
¿Quién fue el primero en ascender al Monte Everest?,es,"primero, ascender, Monte Everest"
Chi è stato il primo a scalare il Monte Everest?,it,"primo, scalare, Monte Everest"
Qui est la première personne à conquerir le Mont Everest?,fr,"première personne, Mont Everest"
Wie was de eerste die de Mount Everest beklom?,nl,"Mount Everest, eerste, beklimmen"
Cine a fost primul om care a escaladat muntele Everest?,ro,"primul, escaladat, muntele Everest"
How many programming languages are there?,en,"how many, programming languages"
چه تعداد زبان برنامه نویسی وجود دارد؟,fa,زبان برنامه نویسی
Wieviele Programmiersprachen gibt es?,de,"wieviele, Programmiersprachen"
¿Cuántos lenguajes de programación existen?,es,cuántos lenguajes programación
Quanti linguaggi di programmazione esistono?,it,"linguaggi di programmazione, esistere"
Combien de langages de programmation existe-t-il?,fr,"combien, langages de programmation"
Hoeveel programmeertalen zijn er?,nl,"hoeveel, programmeertalen"
Câte limbaje de programare există?,ro,"limbaje de programare, există"
What is the official color of the University of Oxford?,en,"University of Oxford, official color"
رنگ رسمی دانشگاه آکسفورد چیست؟,fa,رنگ رسمی، دانشگاه آکسفورد
Was ist die offizielle Farbe der Universität Oxford?,de,"Universität Oxford, offizielle Farbe"
¿Cuál es el color oficial de la Universidad de Oxford?,es,"Universidad de Oxford, color oficial"
Qual è il colore ufficiale dell'Università di Oxford?,it,"colore ufficiale, Università di Oxford"
Quelles sont les couleurs officielles de l'université d'Oxford?,fr,"couleurs officielles, université d'Oxford"
Wat is de officiële kleur van de universiteit Oxford?,nl,"universiteit Oxford, officiële kleur"
Care este culoarea oficială a Universității Oxford?,ro,"Universitatea Oxford, culoare oficială"
How many gold medals did Michael Phelps win at the 2008 Olympics?,en,"Michael Phelps, gold medals, 2008 Olpympics"
مایکل فلپس چه تعداد مدال طلا در المپیک 2008 برد؟,fa,مایکل فلپس، مدال طلا، المپیک 2008
Wieviele Goldmedaillen hat Michael Phelps während der Olympischen Spiele 2008 gewonnen?,de,"Michael Phelps, Goldmedaillen, Olympische Spiele 2008"
¿Cuántas medallas de oro ganó Michael Phelps durante los juegos olímpicos de 2008?,es,"Michael Phelps, medallas de oro, juegos olímpicos, 2008"
Quante medaglie d'oro ha vinto Michael Phelps alle Olimpiadi del 2008?,it,"Michael Phelps, medaglie d'oro, Olimpiadi del 2008"
Combien de médailles d'or Michael Phelps a-t-il gagné aux jeux olympiques de 2008?,fr,"Michael Phelps, médailles d'or, jeux olympiques, 2008"
Hoeveel gouden medailles heeft Michael Phelps op de Olympische Spelen van 2008 gewonnen?,nl,"Michael Phelps, gouden medailles, gewonnen, Olympische Spelen 2008"
Câte medalii de aur a câștigat Michael Phelps la olimpiada din 2008?,ro,"Michael Phelps, medalii de aur, olimpiada din 2008"
To which artistic movement did the painter of The Three Dancers belong?,en,"artistic movement, painter, The Three Dancers"
نقاش سه رقصنده به چه جنبش هنری تعلق دارد؟,fa,نقاش، سه رقصنده، جنبش هنری
Welcher Stilrichtung gehörte der Maler der Drei Tänzer an?,de,"Drei Tänzer, Maler, Stilrichtung"
¿A qué estilo artístico pertenece el pinto de Los Tres Bailarines?,es,"estilo artístico, pintor, Los Tres Bailarines"
A quale movimento artistico apparteneva il pittore de I tre ballerini?,it,"movimento artistico, pittore, I tre ballerini"
A quel mouvement artistisque appartient le peintre de Les Trois Danceurs?,fr,"mouvement artistique, peintre, les trois danceurs"
Tot welke artistieke stijl behoort de schilder van de Drie Dansers?,nl,"Drie Dansers, schilder, stijl"
Cărui curent artistic îi aparține pictorul lucrării Trei dansatoare?,ro,"curent artistic, pictor, Trei dansatoare"
Give me all animals that are extinct.,en,"animal, extinct"
تمام حیواناتی که منقرض شده اند را لیست کن.,fa,حیواناتی، منقرض
Gib mir alle ausgestorbenen Tierarten.,de,"Tierart, ausgestorben"
Dame todos los animales extintos,es,animales extintos
Dammi tutti gli animali estinti.,it,animali estinti
Donne-moi tous les animaux éteints.,fr,animaux éteints
Toon alle uitgestorven dieren.,nl,"dieren, uitgestorven"
Dă-mi toate animalele dispărute.,ro,"animal, dispărut"
Does Abraham Lincoln's death place have a website?,en,"Abraham Lincoln, death place, website"
آیا محل مرگ آبراهام لینکلن وبسایت دارد؟,fa,محل مرگ، آبراهام لینکلن، وبسایت
Hat Abraham Lincolns Sterbeort eine Webseite?,de,"Abraham Lincoln, Sterbeort, Webseite"
¿Tiene el lugar de nacimiento de Abraham Lincol una página web?,es,"Abraham Lincoln, lugar de nacimiento, página web"
Il luogo di morte di Abraham Lincoln ha un sito web?,it,"Abraham Lincoln, luogo di morte, website"
A le lieu de décès d'Abraham Lincoln une page Web?,fr,"Abraham Lincoln, lieu de décès, page Web"
Heeft de stad waarin Abraham Lincoln is overleden een website?,nl,"Abraham Lincoln, stad, gestorven, website"
Locul morții lui Abraham Lincoln are un website?,ro,"locul morții, Abraham Lincoln, website"
How deep is Lake Chiemsee?,en,"Lake Chiemsee, depth"
دریاچه چیمسی چقدر عمیق است؟,fa,دریاچه چیمسی، عمیق
Wie tief ist der Chiemsee?,de,"Chiemsee, Tiefe"
Cómo de hondo es el Chiemsee?,es,"Chiemsee, profundidad"
Quanto è profondo il Chiemsee?,it,"Chiemsee, profondità"
Quelle est la profondeur du Chiemsee?,fr,"profondeur, Chiemsee"
Hoe diep is de Chiemsee?,nl,"Chiemsee, diepte"
Cât de adânc este lacul Chiemsee?,ro,"lacul Chiemsee, adânc"
Give me the grandchildren of Elvis Presley.,en,"Elvis Presley, grandchildren"
نوه های الویس پرسلی را لیست کن.,fa,نوه های، الویس پرسلی
Gib mir die Enkel von Elvis Presley.,de,"Elvis Presley, Enkel"
Dame todos los nietos de Elvis Presley.,es,"Elvis Presley, nietos"
Dammi i nipoti di Elvis Presley.,it,"Elvis Presley, nipoti"
Donne-moi tous les petit-enfants de Elvis Presley.,fr,"petit-enfants, Elvis Presley"
Toon alle kleinkinderen van Elvis Presley.,nl,"Elvis Presley, kleinkinderen"
Dă-mi nepoții lui Elvis Presley.,ro,"Elvis Presley, nepoți"
Who is the youngest Darts player?,en,"Darts player, youngest"
چه کسی جوان ترین بازیکن دارت است؟,fa,جوان ترین، بازیکن دارت
Wer ist der jüngste Dartspieler?,de,"Dartspieler, jüngster"
¿Quién es el jugador mas jóven de dardos?,es,jugador más jóven dardos
Chi è il giocatore di freccette più giovane?,it,"giocatore di freccette, più giovane"
Quel est le joueur de fléchettes le plus jeune?,fr,"jouer de fléchettes, plus jeune"
Wie is de jongste dartsspeler?,nl,jongste Darts speeler
Cine este cel mai tânăr jucător de Darts?,ro,"jucător de Darts, cel mai tânăr"
Where was Bach born?,en,"birthplace, Bach"
باخ کجا متولد شد؟,fa,باخ، متولد
Wo wurde Bach geboren?,de,"Bach, geboren"
¿Dónde nació Bach?,es,"Bach, lugar de nacimiento"
Dove è nato Bach?,it,"Bach, luogo di nascita"
Où est né Bach?,fr,"Lieu de naissance, Bach"
Waar was Bach geboren?,nl,"Bach, geboorteplaats"
Unde s-a născut Bach?,ro,"locul nașterii, Bach"
In which countries can you pay using the West African CFA franc?,en,"countries, pay, West African CFA franc"
در کدام کشورها شما می توانید از فرانک سی.اف.ای. آفریقای غربی برای پرداخت استفاده کنید؟,fa,کشورها، فرانک سی.اف.ای. آفریقای غربی، پرداخت
In welchen Ländern kann ich mit dem CFA-Franc BCEAO bezahlen?,de,"Land, bezahlen, CFA-Franc BCEAO"
¿En qué páises se paga con el Franco CFA?,es,"país, moneda, Franco CFA"
In quali stati si può pagare usando il West African CFA franc?,it,"stati, pagare, West African CFA franc"
Dans combien de pays peut-on payer aved les francs CFA ouest-africains?,fr,"nombre de pays, Franc CFA ouest-africain"
In welke landen kan je met de Westafrikaanse CFA-frank betalen?,nl,"landen, betalen, CFA-frank"
În ce țări poți plăti folosind francul CFA vest-african?,ro,"țări, plăti, franc CFA vest-african"
What are the top-10 action role-playing video games according to IGN?,en,"top-10, action, role-playing games, IGN"
10 بازی ویدئویی نقش آفرینی اکشن برتر بر اساس آی.جی.ان. کدام است؟,fa,10 برتر، بازی ویدئویی نقش آفرینی، اکشن، آی.جی.ان.
Was sind laut IGN die Top-10-Action-Rollenspiele?,de,"Top-10-Action-Rollenspiele, IGN"
¿Cuáles son los 10 mejores videojuegos de rol de acción según la IGN?,es,"10 mejores videojuegos de rol de acción,IGN"
Quali sono i 10 migliori videogiochi di ruolo d'azione secondo l'IGN?,it,"migliori 10, azione, giochi di ruolo, IGN"
Quels sont les 10 meilleurs jeux vidéos de rôle d'après IGN?,fr,"jeux de rôle, jeux vidéos, IGN, top-10"
Wat zijn de top-10 actie role-playing computerspellen volgens IGN?,nl,"top-10 actie rollenspellen, IGN"
"Care jocuri video se află în top-10 pentru acțiune și simulare, potrivit IGN?",ro,"top-10, acțiune, ju=ocuri de simulare, IGN"
What is the most frequent cause of death?,en,"cause of death, most frequent"
شایع ترین علت مرگ چیست؟,fa,شایع ترین، علت مرگ
Was ist die häufigste Todesursache?,de,"Todesursache, häufigste"
¿Cual es la causa mortal más común?,es,causa mortal más frequente
Qual è la causa principale di morte?,it,causa principale di morte
Quelle est la cause première de mortalité?,fr,"cause première, mortalité"
Wat is de meest voorkomende doodsoorzaak?,nl,meest voorkomende doodsoorzaak
Care este cea mai frecventă cauză a deceselor?,ro,"cauză a deceselor, cea mai frecventă"
Does the Isar flow into a lake?,en,"Isar, flow, lake"
آیا ایسار به یک دریاچه می ریزد؟,fa,ایسار، دریاچه، می ریزد
Fließt die Isar in einen See?,de,"Isar, fließt, See"
¿Desemboca el Isar en un lago?,es,"Isar, desemboca, lago"
L'Isar sfocia in un lago?,it,"Isar, sfociare, lago"
L'Isar se déverse-t-il dans un lac?,fr,"Isar, deverse, lac"
Mondt de Isar uit in een meer?,nl,"Isar, uitmonden, meer"
Isarul se varsă într-un lac?,ro,"Isar, varsă, lac"
Give me all films produced by Steven Spielberg with a budget of at least $80 million.,en,"films, producer, Steven Spielberg, production budget, $80 million"
تمام فیلم های تولید شده توسط استیون اسپیلبرگ با بودجه حداقل 80 میلیون دلار را لیست کن.,fa,فیلم های، تولید، استیون اسپیلبرگ، بودجه، 80 میلیون دلار
"Gib mir alle Filme, die von Steven Spielberg produziert worden und ein Budget von mindestens 80 Millionen Dollar hatten.",de,"Film, Produzent, Steven Spielberg, Budget, $80 Millionen"
Dame todas las películas producidas por Steven Spielberg con un presupuesto de al menos 80 milliones de dólares.,es,"películas, productor, Steven Spielberg, presupuesto de al menos 80 milliones de dólares"
Dammi tutti i film prodotti da Steven Spielberg con un budget finale di produzione di almeno 80 milioni di dollari.,it,"film, produttore, Steven Spielberg, butget di produzione, 80 milioni di dollari"
Donne-moi tous les films produit par Steven Spielberg ayant un budget d'au moins $80 millions.,fr,"films, Steven Spielberg, budget, au moins $80 millions"
Toon alle films die door Steven Spielberg worden geproduceerd en die een budget van minstens 80 miljoen dollar hadden.,nl,"films, geproduceert door, Steven Spielberg, budget, minstens 80 miljoen dollar"
"Dă-mi toate filmele produse de Steven Spielberg, cu un buget final de producție de cel puțin 80 milioane de dolari.",ro,"filme, producător, Steven Spielberg, buget, 80 milioane de dolari"
Give me all writers that won the Nobel Prize in literature.,en,"writer, win, Nobel Prize in literature"
تمام نویسندگانی که جایزه نوبل در ادبیات را بردند لیست کن.,fa,نویسندگانی، جایزه نوبل در ادبیات، بردند
"Gib mir alle Schriftsteller, die den Literaturnobelpreis gewonnen haben.",de,"Schritfsteller, Literaturnobelpreis"
Dame todos los escritores que hayan recibido el premio nobel de literatura.,es,"escritores, premio nobel de literatura"
Dammi tutti gli scrittori che hanno vinto il Premio Nobel della letteratura.,it,"scrittori, Premio Nobel della Letteratura"
