questions,lang,keywords
Ce film în care Clint Eastwood joacă rolul principal a fost regizat de el însuși?,ro,"film, rol principal, regizor, Clint Eastwood"
In which city was the former Dutch queen Juliana buried?,en,"Dutch queen Juliana, burried, city"
In welcher Stadt wurde die ehemalige niederländische Königin Juliana beerdigt?,de,"niederländische Königin Juliana, beerdigen, Stadt"
¿En qué ciudad fué enterrada la antigua reina de los países bajos Juliana?,es,"reina de los países bajos, Juliana, enterrada, ciudad"
In quale città fu sepolta la precedente regina dei Paesi Bassi Juliana?,it,"regina dei Paesi Bassi, Juliana, sepolta, città"
Dans quelle ville a-t-été enterré la reine néerlandaise Juliana?,fr,"ville, enterré, reine néerlandaise, Juliana"
In welke stad is de voormalige Nederlandse koningin Juliana bijgezet?,nl,"stad, koningin Juliana, bijzetting"
"În ce oraș a fost înmormântată fosta regină a Olandei, Juliana?",ro,"regina Olandei, Juliana, inmormântată, oraș"
Is Egypts largest city also its capital?,en,"largest city, Egypt, capital"
Ist Ägyptens größte Stadt auch seine Hauptstadt?,de,"größte Stadt, Ägypten, Hauptstadt"
¿Es la cuidad más grande de Egipto también capital?,es,"cuidad más grande, Egipto, capital"
La città più grande dell'Egitto è anche la sua capitale?,it,"città più grande, Egitto, capitale"
La ville la plus grande de l'Egypte est-elle sa capitale?,fr,"ville plus grande, Egypte, capitale"
Is de grootste stad van Egypte ook de hoofdstad?,nl,"grootste stad, Egypte, hoofdstad"
Orașul cel mai mare din EGipt este și capital sa?,ro,"cel mai mare oraș, Egipt, capitală"
Where is the residence of the prime minister of Spain?,en,"prime minister, Spain, residence"
Wo wohnt der Premierminister von Spanien?,de,"Premierminister, Spanien, wohnen"
¿Dónde vive el primer ministor de España?,es,"primer ministro, España, vive"
Dove vive il primo ministro della Spagna?,it,"primo ministro, Spagna, vivere"
Où se trouve la résidence du Premier Ministre d'Espagne?,fr,"résidence, Premier Ministre d'Espagne"
Waar woont de premier van Spanje?,nl,"woont, premier van Spanje"
Unde este reședința primului ministru al Spaniei?,ro,"prim ministru, Spania, reședință"
Which U.S. state has the abbreviation MN?,en,"U.S. state, abbreviation, MN"
Welcher US-Bundesstaat hat die Abkürzung MN?,de,"US-Bundesstaat, Abkürzung, MN"
¿Qué estado americano tiene la abreviación MN?,es,"estado americano, abreviación, MN"
Quale stato americano è abbreviato MN?,it,"stato americano, abbreviazione, MN"
Quel état americain a l'abréviation MN?,fr,"état americain, abréviation, MN"
Welke staat van de Verenigde Staten heeft de afkorting MN?,nl,"staat van de Verenigde Staten, afkorting, MN"
Care stat American este abreviat MN?,ro,"stat american, abreviere, MN"
Show me all songs from Bruce Springsteen released between 1980 and 1990.,en,"song, Bruce Springsteen, release, between 1980 and 1990"
"Zeige mir alle Lieder von Bruce Springsteen, die zwischen 1980 und 1990 herausgebracht wurden.",de,"Lied, Bruce Springsteen, herausbringen, zwischen 1980 und 1990"
¿Enseñame todas las canciones de Bruce Springsteen que aparecieron entre 1980 y 1990.,es,"canción, Bruce Springsteen, aparecida entre 1980 y 1990"
Dammi tutte le canzoni di Bruce Springsteen rilasciate tra il 1980 e il 1990.,it,"canzone, Bruce Springsteen, rilasciare, tra il 1980 e il 1990"
Donnes-moi tous les morceaux de Bruce Springsteen qui ont été publiés entre 1980 et 1990.,fr,"morceaux, Bruce Springsteen, publiés entre 1980 et 1990"
Geef alle songs van Bruce Springsteen die werden uitgebracht tussen 1980 en 1990.,nl,"song, Bruce Springsteen, uitgebracht tussen 1980 en 1990"
Arată-mi toate melodiile de Bruce Springsten apărute între 1980 și 1990,ro,"melodie, Bruce Springsteen, apărut, între 1980 și 1990"
Which movies did Kurosawa direct?,en,"film, direct, Kurosawa"
Welche Filme hat Kurosawa gedreht?,de,"Film, drehen, Kurosawa"
¿Qué películas ha rodado Kurosawa?,es,"película, rodada, Kurosawa?"
Che film ha diretto Kurosawa?,it,"film, dirigere, Kurosawa"
Quels films ont été realisés par Kurosawa?,fr,"films, Kurosawa"
Welke films heeft Kurosawa geregisseerd?,nl,"film, Kurosawa, regisseur"
Ce filme a regizat Kurosawa?,ro,"film, regiza, Kurosawa"
What is the founding year of the brewery that produces Pilsner Urquell?,en,"Pilsner Urquell, brewery, founding year"
"In welchem Jahr wurde die Brauerei gegründet, die Pilsner Urquell herstellt?",de,"Pilsner Urquell, Brauerei, gründen"
¿En qué año fue fundada la cervecería que produce Pilsner Urquell?,es,"Pilsner Urquell, cervecería, fundada"
In che anno è stato fondato il birrificio che produce la Pilsner Urquell?,it,"Pilsner Urquell, birrificio, anno di fondazione"
Quelle est l'année de fondation de la brasserie qui produit Pilsner Urquell?,fr,"année de fondation, brasserie, produit, Pilsner Urquell"
Wanneer werd de brouwerij opgericht die Pilsner Urquell produceert?,nl,"brouwerij, opgericht, produceert, Pilsner Urquell"
Care este anul înființării berăriei ce produce Pilsner Urquell?,ro,"Pilsner Urquell, berărie, anul înființării"
Who wrote the lyrics for the Polish national anthem?,en,"Poland, national anthem, write, lyrics"
Wer schrieb den Text für die polnische Nationalhymne?,de,"Polen, Nationalhymne, schreiben, Text"
¿Quién escribió el texto del himno de Polonia?,es,"texto, escribió, himno, Polonia"
Chi ha scritto il testo dell'inno nazionale polacco?,it,"Polonia, inno nazionale, scrivere, testo"
Qui a écrit le texte de l'hymne nationale de la Pologne?,fr,"texte, hymne nationale, Pologne, auteur"
Wie schreef het Poolse volkslied?,nl,"volkslied, Polen, componist"
Cine a scris versurile pentru imnul național al Poloniei?,ro,"Polonia, imn national, scrie, versuri"
Give me all B-sides of the Ramones.,en,"Ramones, B-sides"
Gib mir alle B-Seiten der Ramones.,de,"Ramones, B-Seiten"
Dame todas las caras B de los Ramones.,es,"Ramones, cara B"
Dammi tutti i lati B dei Ramones.,it,"Ramones, lato B"
Donnes-moi tous les faces B des Ramones.,fr,"faces B, Ramones"
Geef alle B-kantjes van singles van de Ramones.,nl,"B-kant, single, de Ramones"
Dă-mi toate laturile B ale Ramones,ro,"Ramones, laturi B"
Who painted The Storm on the Sea of Galilee?,en,"The Storm on the Sea of Galilee, paint"
Wer malte Christus im Sturm auf dem See von Galilea?,de,"Christus im Sturm auf dem See von Galilea, malen"
¿Quién pintó el Cristo en la tormenta en el lago de Galilea?,es,"Cristo en la tormenta en el lago de Galilea, pintor"
Chi dipinse il Cristo nella tempesta sul mare di Galilea?,it,"Cristo nella tempesta sul mare di Galilea, pittore"
Qui a peint Christ dans la tempête sur la mer de Galilée?,fr,"peintre, Christ dans la tempête sur la mer de Galilée"
Wie schilderde Christus in de storm op het meer van Galilea?,nl,"schilder, Christus in de storm op het meer van Galilea"
Cine a pictat Furtuna pe Marea Galileii?,ro,"Furtuna pe Marea Galileii, picta"
Which country does the creator of Miffy come from?,en,"Miffy, creator, country"
Aus welchem Land kommt der Erfinder von Nijntje?,de,"Nijntje, Erfinder, Land"
¿De qué país viene el creador de Nijntje?,es,"Njintje, creados, país"
Da quale stato proviene il creatore di Miffy?,it,"Miffy, creatore, nazione"
De quel pays vient le créateur de Miffy?,fr,"pays, créateur, Miffy"
Uit welk land komt de bedenker van Nijntje?,nl,"Nijntje, bedenker, nationaliteit"
 Din ce țara provine creatorul Miffy?,ro,"Miffy, creator, țară"
For which label did Elvis record his first album?,en,"Elvis, first, album, label"
Welche Plattenfirma hat Elvis' erstes Album aufgenommen?,de,"Elvis, erstes, Album, Plattenfirma"
¿Qué discográfica grabó el primer album de Elvis?,es,"discográfica, primer album de Elvis"
Quale casa discografica ha inciso il primo album di Elvis?,it,"Elvis, primo, album, casa discografica"
Quel est le label discographe qui a publié le premier disque d'Elvis?,fr,"label discographe, publié, premier disque, Elvis"
Bij welk platenlabel verscheen het eerste album van Elvis Presley?,nl,"platenlabel, eerste album, Elvis"
Ce casă discografică a înregistrat primul album al lui Elvis?,ro,"Elvis, prim, album, casă discografică"
Give me the birthdays of all actors of the television show Charmed.,en,"television show, Charmed, actor, birthday"
Gib mir die Geburtstage von allen Darstellern der Fernsehserie Charmed.,de,"Fernsehserie, Charmed, Darsteller, Geburtstag"
Dame los cumpleaños de los actores de la serie de televisión Charmed.,es,"serie televisiva, Charmed, actores, cumpleaños"
Dammi le date dei compleanni di tutti gli attori della serie televisiva Charmed.,it,"serie televisiva, Charmed, attore, compleanno"
Donnes-moi les dates de naissance des acteurs de la série télévisée Charmed.,fr,"série télévisée, Charmed, acteurs, date de naissance"
Noem de verjaardag van alle acteurs uit de televisieserie Charmed.,nl,"verjaardag, acteur, televisieserie, Charmed"
Dă-mi zilele de naștere a tuturor actorilor din serialul de televiziune Charmed,ro,"serial de televiziune, Charmed, actor, zi de naștere"
How many employees does IBM have?,en,"IBM, employees"
Wieviele Angestellte hat IBM?,de,"IBM, Angestellte"
¿Cuántos empleados tiene IBM?,es,"IBM, empleados"
Quanti dipendenti ha IBM?,it,"IBM, dipendenti"
Combien d'employés a IBM?,fr,"employés, IBM"
Hoeveel medewerkers heeft IBM?,nl,"medewerkers, IBM"
Câți angajați are IBM?,ro,"IBM, angajați"
Which states border Illinois?,en,"state, border, Illinois"
Welche Staaten grenzen an Illinois?,de,"Staat, angrenzen, Illinois"
¿Qué estados tienen frontera con Illinois?,es,"estado, frontera, Illinois"
Con quali stati confina l'Illinois?,it,"stati, confine, Illinois"
Quels sont les états voisins de l'Illinois?,fr,"états voisins, Illinois"
Welke staten grenzen aan Illinois?,nl,"staat, grenzen aan, Illinois"
Ce state formează granite cu Illinois?,ro,"stat, granite, Illinois"
In which country is the Limerick Lake?,en,"Limerick Lake, country"
In welchem Land befindet sich der Limerick Lake?,de,"Limerick Lake, Land"
¿En qué país se encuentra el lago Limerick?,es,"lago Limerick, país"
In quale stato si trova il lago Limerick?,it,"lago Limerick, stato"
Dans quel pays se trouve le lac Limerick?,fr,"pays, lac Limerick"
In welk land ligt Limerick Lake?,nl,"Limerick Lake, land"
În ce țară este lacul Limerick?,ro,"lacul Limerick, țară"
Which television shows were created by John Cleese?,en,"television show, create, John Cleese"
Welche Fernsehserien hat John Cleese entworfen?,de,"Fernsehserie, entwerfen, John Cleese"
¿Qué series televisivas ideó John Cleese?,es,"serie televisica, ideó, John Cleese"
Quali serie televisive sono state create dalla John Cleese?,it,"serie televisiva, ideata, John Cleese?"
Quelles séries télevisées ont été créées par John Cleese?,fr,"séries télevisées, créées, John Cleese"
Welke televisieseries werden bedacht door John Cleese?,nl,"televisieserie, bedacht, John Cleese"
Ce seriale de televiziune au fost create de John Cleese?,ro,"serial de televiziune, creat, John Cleese"
Which mountain is the highest after the Annapurna?,en,"mountain, highest after, Annapurna"
Was ist der höchste Berg nach dem Annapurna?,de,"Berg, höchster nach, Annapurna"
¿Cuál es la montaña más alta después del Annapurna?,es,"montaña, más alta después de, Annapurna"
Qual è la montagna più alta dopo l'Annapurna?,it,"montagna, più alta dopo, Annapurna"
Quelle est la montagne la plus haute après l'Annapurna?,fr,"montagne, la plus haute, Annapurna"
Welke berg is na de Annapurna de hoogste berg?,nl,"berg, hoogste na, Annapurna"
Care este cel mai înalt munte după Annapurna?,ro,"munte, cel mai înalt după, Annapurna"
In which films directed by Garry Marshall was Julia Roberts starring?,en,"film, directed, Garry Marshall, starring, Julia Roberts"
"In welchem Filmen, bei denen Garry Marshall Regie geführt hat, hat Julia Roberts mitgespielt?",de,"Film, Regie, Garry Marshall, mitspielen, Julia Roberts"
¿En qué películas dirigidas por Garry Mashall actuó Julia Roberts?,es,"película, director, Garry Marshall, actuar, Julia Roberts"
In quali film diretti da Garry Marshall recita Julia Roberts?,it,"film, regista, Garry Marshall, recitare, Julia Roberts"
Dans quels films dirigés par Garry Marshall joue Julia Roberts?,fr,"film, dirigés, Garry Marshall, joue Julia Roberts"
In welke films die werden geregisseerd door Garry Marshall speelde Julia Roberts?,nl,"film, regisseur, Garry Marshall, speelt, Julia Roberts"
În ce filme regizate de Garry Marsall a jucat Julia Roberts roluri principale?,ro,"film, regizat, Garry Marshall, rol principal, Julia Roberts"
Which bridges are of the same type as the Manhattan Bridge?,en,"bridge, same type, Manhattan Bridge"
Welche Brücken sind vom gleichen Typ wie die Manhattan Bridge?,de,"Brücke, gleicher Typ, Manhattan Bridge"
¿Qué puentes son del mismo tipo que el puente de Manhattan?,es,"puente, mismo tipo, puente de Manhattan"
Quali ponti sono dello stesso tipo del ponte di Manhattan?,it,"ponte, stesso tipo, ponte di Manhattan"
Quels ponts sont du même type que le pont de Manhattan?,fr,"ponts, même type, pont de Manhattan"
Welke bruggen zijn van hetzelfde type als de Manhattan Bridge?,nl,"brug, zelfde type, Manhattan Bridge"
Ce poduri sunt de același tip ca cel din Manhattan?,ro,"pod, același tip, Podul din Manhattan"
Was U.S. president Jackson involved in a war?,en,"U.S. president, Jackson, war"
War US-Präsident Jackson in einen Krieg verwickelt?,de,"US-Präsident, Jackson, Krieg"
¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es,"presidente de los estados unidos, Jackson, guerra"
Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it,"presidente degli Stati Uniti, Jackson, guerra"
Le président Jackson a-t-il participé à une guerre?,fr,"président Jackson, guerre, participé"
Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl,"president van de Verenigde Staten, Jackson, oorlog, betrokken bij"
A fost președintele american Jackson implicat într-un război?,ro,"președinte american, Jackson, război"
Give me all communist countries.,en,communist countries
Gib mir alle kommunistischen Länder.,de,kommunistische Länder
Dame todos los países comunistas.,es,países comunistas
Dammi tutti i paesi comunisti.,it,paesi comunisti
Donnes-moi tous les pays communistes.,fr,pays communistes
Geef alle communistische landen.,nl,communistische landen
Dă-mi toate țările comuniste.,ro,țări comuniste
Which awards did Douglas Hofstadter win?,en,"Douglas Hofstadter, award"
Welche Preise hat Douglas Hofstadter gewonnen?,de,"Douglas Hofstadter, Preise"
¿Qué premios ha ganado Douglas Hofstadter?,es,"Douglas Hofstadter, premios"
Quali premi ha vinto Douglas Hofstadter?,it,"Douglas Hofstadter, premio"
Quels prix ont été gagnés par Douglas Hofstadter?,fr,"Douglas Hofstadter, prix"
Welke prijzen heeft Douglas Hofstadter gewonnen?,nl,"Douglas Hofstadter, prijs"
Ce premii a câștigat Douglas Hofstadter?,ro,"Douglas Hofstadter, premii"
Who is the daughter of Robert Kennedy married to?,en,"Robert Kennedy, daughter, married"
Mit wem ist die Tochter von Robert Kennedy verheiratet?,de,"Robert Kennedy, Tochter, verheiratet"
¿Con quién está casada la hija de Robert Kennedy?,es,"Robert Kennedy, hija, casada"
Con chi è sposata la figlia di Robert Kennedy?,it,"Robert Kennedy, figlia, sposata"
Qui est l'époux de la fille de Robert Kennedy?,fr,"épou, fille, Ingrid Bergman"
Met wie is de dochter van Robert Kennedy getrouwd?,nl,"Robert Kennedy, dochter, getrouwd"
Cu cine este căsătorită fiica lui Robert Kennedy?,ro,"Robert Kennedy, fiică, căsătorită"
Which U.S. state has the highest population density?,en,"state, USA, population density, highest"
Welcher Staat in den USA hat die höchste Bevölkerungsdichte?,de,"Staat, USA, Bevölkerungsdichte, höchste"
¿Que estado de los estados unidos de america tiene la mayor densidad de población?,es,"estado, estados unidos de america, densidad de población"
Quale stato americano ha la densità di popolazione maggiore?,it,"stato, Stati Uniti d'America, maggiore densità di popolazione"
Quel état des Etats-Unis a la plus haute densité de population?,fr,"densité de population, état des Etats-Unis"
Welke deelstaat van de Verenigde Staten heeft de hoogste bevolkingsdichtheid?,nl,"deelstaat van de Verenigde Staten, hoogste bevolkingsdichtheid"
Ce stat American are cea mai mare densitate a populației?,ro,"stat, Statele Unite ale Americii, densitatea populației, cea mai mare"
What is the currency of the Czech Republic?,en,"Czech republic, currency"
Was ist die Währung der Tschechischen Republik?,de,"Tschechischen Republik, Währung"
¿Cuál es la moneda de la república checa?,es,"moneda, república checa"
Qual è la valuta della Repubblica Ceca?,it,"valuta, Repubblica Ceca"
Quel est la devise de la Tchéquie?,fr,"devise, Tchéquie"
Wat is de munteenheid van Tsjechië?,nl,"Tsjechië, munteenheid"
Care este moneda națională a Cehiei?,ro,"Cehia, monedă națională"
Which countries adopted the Euro?,en,"country, adopt, Euro"
Welche Länder haben den Euro übernommen?,de,"Land, übernehmen, Euro"
¿Qué países han introducido el Euro?,es,"países, introducido, Euro"
Quali stati hanno introdotto l'Euro?,it,"stato, introdurre, Euro"
Quels pays ont adopté l'Euro?,fr,"pays, adopté, Euro"
Welke landen hebben de Euro geïntroduceerd?,nl,"land, Euro, geïntroduceerd"
În ce țări a fost introdus euro?,ro,"țară, introdus, euro"
What is the area code of Berlin?,en,"Berlin, area code"
Was ist die Vorwahl von Berlin?,de,"Berlin, Vorwahl"
¿Cuál es el prefijo de Berlin?,es,"prefijo, Berlin"
Qual è il prefisso di Berlino?,it,"prefisso, Berlino"
Quel est l'indicatif téléphonique de Berlin?,fr,"indicatif téléphonique, Berlin"
Wat is het kengetal van Berlijn?,nl,"kengetal, Berlijn"
Care este prefixul telephonic pentru Berlin?,ro,"Berlin, prefix telefonic"
Which countries have more than two official languages?,en,"country, official language, more than two"
Welche Länder haben mehr als zwei Amtssprachen?,de,"Land, Amtssprache, mehr als zwei"
¿Qué países tienes más de dos lenguas oficiales?,es,"país, lengua oficial, más de dos"
Quali stati hanno più di due lingue ufficiali?,it,"stato, lingua ufficiale, più di due"
Quels pays ont plus de deux langues officielles?,fr,"pays, langues officielles, plus de deux"
Welke landen hebben meer dan twee officiële talen?,nl,"land, officiële taal, meer dan twee"
Ce țări au mai mult de două limbi oficiale?,ro,"țară, limbă oficială, mai mult de două"
Who is the owner of Rolls-Royce?,en,"Rolls-Royce, owner"
Wem gehört Rolls-Royce?,de,"Rolls-Royce, gehören"
¿Quién es el dueño de Rolls-Royce?,es,"Rolls-Royce, dueño"
Chi è il proprietario di Rolls-Royce?,it,"Rolls-Royce, proprietario"
À qui appartient Rolls-Royce?,fr,"Rolls-Royce, appartient"
Wie is de eigenaar van Rolls-Royce?,nl,"Rolls-Royce, eigenaar"
Cine este proprietarul Rolls-Royce?,ro,"Rolls-Royce, proprietar"
Through which countries does the Yenisei river flow?,en,"Yenisei river, flow through, country"
Durch welche Länder fließt der Yenisei?,de,"Yenisei, fließen, Land"
¿Por qué países fluye el río Yenisei?,es,"países, fluye, río Yenisei"
Attraverso quali stati scorre il fiume Yenisei?,it,"fiume Yenisei, scorrere attraverso, stato"
Quels sont les pays traversés par l'Ienisseï?,fr,"Ienisseï, pays traversés"
Door welke landen stroomt de Jenisej?,nl,"Jenisej, land, stroomt door"
Ce țări traversează fluviul Enisei?,ro,"fluviul Enisei, traversează, țară"
When did Latvia join the EU?,en,"Latvia, join, EU"
Wann ist Lettland der EU beigetreten?,de,"Lettland, beitreten, EU"
¿Cuándo ingresó Letonia a la unión europea?,es,"Letonia, ingreso, unión europea"
Quando la Lettonia è entrata nell'Unione Europea?,it,"Lettonia, entrare, Unione Europea"
Quand est la Lettonie devenue membre de l'Union européene?,fr,"Lettonie, membre, Union européene"
Wanneer trad Letland toe tot de EU?,nl,"Letland, toetreden, EU"
Când a aderat Letonia la Uniunea Europeană?,ro,"Letonia, adera, Uniunea Europeană"
Which monarchs were married to a German?,en,"monarch, married, German"
Welche Monarchen waren mit jemand deutschem verheiratet?,de,"Monarch, verheiratet, deutsch"
¿Qué monárcas estaban casados con una persona alemana?,es,"monarcha, casado, alemán"
Quali monarchi erano sposati con persone tedesche?,it,"monarca, sposato, tedesco"
Quels monarques ont épousé une personne allemande?,fr,"monarques, épousé, allemand"
Welke monarchen waren getrouwd met een Duitser?,nl,"monarch, getrouwd, Duitser"
Ce monarhi au fost căsătoriți cu o persoană germană?,ro,"monarh, căsătorit, german"
When was the Battle of Gettysburg?,en,Battle of Gettysburg
Wann fand die Schlacht von Gettysburg statt?,de,Schlacht von Gettysburg
¿Cuándo tuvo lugar la batalla de Gettysburg?,es,batalla de Gettysburg
Quando ha avuto luogo la battaglia di Gettysburg?,it,battaglia di Gettysburg
Quand se déroula la bataille de Gettysburg?,fr,"bataille de Gettysburg, quand"
Wanneer was de Slag bij Gettysburg?,nl,Slag bij Gettysburg
Când a fost bătălia de la Gettysburg?,ro,bătălia de la Gettysburg
Which river does the Brooklyn Bridge cross?,en,"river, cross, Brooklyn Bridge"
Welchen Fluss überspannt die Brooklyn Bridge?,de,"Fluss, überspannen, Brooklyn Bridge"
¿Por qué río cruza la Brooklyn Bridge?,es,"río, cruza, Brooklyn Bridge"
Quale fiume attraversa il ponte di Brooklyn?,it,"fiume, attraversare, ponte di Brooklyn"
Quelle cours d'eau est traversé par le pont de Brooklyn?,fr,"cours d'eau, pont de Brooklyn"
Welke rivier overspant de Brooklyn Bridge?,nl,"rivier, Brooklyn Bridge, overspant"
Ce râu traversează podul din Brooklyn?,ro,"râu, traversează, podul din Brooklyn"
What is the highest mountain in Australia?,en,"Australia, highest mountain"
Was ist der höchste Berg in Australien?,de,"Australien, höchster Berg"
¿Cuál es la montaña más alta de Australia?,es,"Australia, montaña más alta"
Qual è la montagna più alta d'Australia?,it,"Australia, montagna più alta"
Quelle est la plus haute montagne d'Australie?,fr,"plus haute montagne, Australie"
Wat is de hoogste berg van Australië?,nl,"Australië, hoogste berg"
Care este cel mai înalt munte din Australia?,ro,"Australia, cel mai înalt munte"
Give me all soccer clubs in Spain.,en,"Spain, soccer club"
Gib mir alle Fußballvereine in Spanien.,de,"Fußballverein, Spanien"
Dame todos los club de fútbol de España.,es,"España, club de fútbol"
Dammi tutti i club calcistici della Spagna,it,"Spagna, club calcistico"
Donnes-moi tous les clubs de football d'Espagne.,fr,"Espagne, clubs de football"
Noem alle Spaanse voetbalclubs.,nl,"Spanje, voetbalclub"
Dă-mi toate cluburile de fotbal din Spania,ro,"Spania, club de fotbal"
What is the official language of Suriname?,en,"Suriname, official language"
Was ist die Amtssprache Von Surinam?,de,"Surinam, Amtssprache"
¿Cuál es la idioma oficial de Surinam?,es,"Surinam, idioma oficial"
Qual è la lingua ufficiale del Suriname?,it,"Suriname, lingua ufficiale"
Quelle est la langue officielle du Suriname?,fr,"Suriname, langue officielle"
Wat is de officiële taal van Suriname?,nl,"Suriname, officiële taal"
Care este limba oficială din Suriname?,ro,"Suriname, limba oficială"
Who is the mayor of Tel Aviv?,en,"Tel Aviv, mayor"
Wer ist der Bürgermeister von Tel Aviv?,de,"Tel Aviv, Bürgermeister"
¿Quién es el alcalde de Tel Aviv?,es,"Tel Aviv, alcalde"
Chi è il sindaco di Tel Aviv?,it,"Tel Aviv, sindaco"
Qui est le maire de Tel Aviv?,fr,"Tel Aviv, maire"
Wie is de burgemeester van Tel Aviv?,nl,"Tel Aviv, burgemeester"
Cien este primarul din Tel Aviv?,ro,"Tel Aviv, primar"
Who designed the Brooklyn Bridge?,en,"Brooklyn Bridge, design"
Wer hat die Brooklyn Bridge entworfen?,de,"Brooklyn Bridge, entwerfen"
¿Quién diseñó la Brooklyn Bridge?,es,"diseñador, Brooklyn Bridge"
Chi ha progettato il ponte di Brooklyn?,it,"ponte di Brooklyn, progettare"
Qui a conçu le pont de Brooklyn?,fr,"pont de Brooklyn, conçu"
Wie ontwierp de Brooklyn Bridge?,nl,"ontwerp, Brooklyn Bridge"
Cine a proiectat podul din Brooklyn?,ro,"podul din Brooklyn, proiecta"
Which telecommunications organizations are located in Belgium?,en,"telecommunications organization, located, Belgium"
Welche Telekommunikationsunternehmen haben ihren Sitz in Belgien?,de,"Telekommunikationsunternehmen, Sitz, Belgien"
¿Qué empresas de telecomunicaciones tienen su sede en Bélgica?,es,"empresas de telecomunicaciones, sede, Bélgica"
Quali aziende di telecomunicazione hanno sede in Belgio?,it,"azienda di telecomunicazioni, sede, Belgio"
Quelles agences de télécommunication sont situées en Belgique?,fr,"agences de télécommunication, situées, Belgique"
Welke telecom-bedrijven zijn gevestigd in België?,nl,"België, telecom-bedrijf, gevestigd"
Ce agenții de telecomunicații sunt localizate în Belgia?,ro,"agenții de telecomunicații, localizat, Belgia"
Is Frank Herbert still alive?,en,"Frank Herbert, alive"
Lebt Frank Herbert noch?,de,"Frank Herbert, leben"
¿Todavía vive Frank Herbert?,es,"Frank Herbert, vive"
Frank Herbert è ancora vivo?,it,"Frank Herbert, vivente"
Frank Herbert est-il encore en vie?,fr,"Frank Herbert, en vie"
Leeft Frank Herbert nog?,nl,"Frank Herbert, leeft"
Este Frank Herbert încă în viață?,ro,"Frak Herbert, în viață"
What is the highest place of the Urals?,en,"Urals, highest place"
Was ist die höhchste Stelle des Ural?,de,"Ural, höchste Stelle"
¿Cuál es el punto más alto del montes Urales?,es,"los montes Urales, punto más alto"
Qual è il punto più alto del Uràli?,it,"Uràli, punto più alto"
Quel est l'endroit le plus haut d'Oural?,fr,"l'Oural, endroit le plus haut"
Wat is het hoogste punt van de Oeral?,nl,"Oeral, hoogste punt"
Care este cel mai înalt punct de pe munții Urali?,ro,"munții Urali, cel mai înalt punct"
Who is the editor of Forbes?,en,"Forbes, editor"
Wer ist der Herausgeber von Forbes?,de,"Forbes, Herausgeber"
¿Quién es el editor de Forbes?,es,"Forbes, editor"
Chi è l'editore di Forbes?,it,"Forbes, editore"
Qui est le rédacteur en chef de Forbes?,fr,"Forbes, rédacteur en chef"
Wie is de uitgever van Forbes.,nl,"Forbes, uitgever"
Cine este editorul Forbes?,ro,"Forbes, editor"
Give me all companies in the advertising industry.,en,"company, advertising industry"
"Gib mir alle Unternehmen, die in der Werbebranche tätig sind.",de,"Unternehmen, Werbebranche"
Dame todas las empresas publicitarias.,es,empresas publicitarias
Dammi tutte le aziende pubblicitarie.,it,aziende pubblicitarie
Donnes-moi toutes les agences de publicité.,fr,agences de publicité
Noem alle bedrijven die in de reclamebranche actief zijn.,nl,"bedrijf, reclamebranche"
Dă-mi toate companiile din industria publicitară.,ro,"companii, industria publicitară"
How many countries are there in Europe?,en,"Europe, countries"
Wieviele Länder gibt es in Europa?,de,"Europa, Länder"
¿Cuántos países existen en Europa?,es,"Europa, países"
Quanti stati ci sono in Europa?,it,"Europa, stati"
Combien de pays sont-il en Europe?,fr,"Europe, pays"
Hoeveel landen zijn er in Europa?,nl,"Europa, landen"
Câte țări sunt în Europa?,ro,"Europa, țări"
What did Bruce Carver die from?,en,"Bruce Carver, die"
Woran ist Bruce Carver gestorben?,de,"Bruce Carver, gestorben an"
¿De qué murió Bruce Carver?,es,"Bruce Caver, muerte"
Di cosa è morto Bruce Carver?,it,"Bruce Caver, morire"
Quel est la cause de décès de Bruce Carver?,fr,"cause de décès, Bruce Carver"
Waaraan overleed Bruce Carver?,nl,"Bruce Carver, gestorven aan"
Din ce cauză a murit Bruce Carver?,ro,"Bruce Carver, muri"
Give me all libraries established earlier than 1400.,en,"libraries, established, earlier than 1400"
"Gib mir alle Bibliotheken, die vor 1400 gegründet worden.",de,"Bibliotheken, gegründet, vor 1400"
Dame todas las bibliotecas que fueron establecidas antes de 1400.,es,"bibliotecas, establecidas, antes de 1400"
Dammi tutte le biblioteche fondate prima del 1400.,it,"biblioteche, fondate, prima del 1400"
Donnes-moi toutes les bibliothèques établies avant 1400.,fr,"bibliothèques, établies, avant 1400"
Geef me alle bibliotheken die voor 1400 werden opgericht.,nl,"bibliotheken, opgericht, voor 1400"
Dă-mi tote bibliotecile înființate înainte de 1400,ro,"biblioteci, înființat, înainte de 1400"
Which presidents were born in 1945?,en,"president, born, 1945"
Welche Präsidenten wurden 1945 geboren?,de,"Präsident, geboren, 1945"
¿Qué presidentes nacieron en 1945?,es,presidentes nacidos 1945
Quali presidenti sono nati nel 1945?,it,"presidente, nato, 1945"
Quels présidents sont nés en 1945?,fr,"présidents, nés, 1945"
Welke presidenten werden geboren in 1945?,nl,"president, geboren, 1945"
Ce președinți au fost născuți în 1945,ro,"președinte, născut, 1945"
