questions,lang,keywords
بنجامین فرانکلین چند فرزند دارد؟,fa,بنجامین فرانکلین، فرزند
Wieviele Kinder hatte Benjamin Franklin?,de,"Benjamin Franklin, Kind"
¿Cuántos hijos tuvo Benjamin Franklin?,es,"Benjamin Franklin, hijos"
Quanti figli ebbe Benjamin Franklin?,it,"Benjamin Franklin, figlio"
Combien d'enfants Benjamin Franklin avait-il?,fr,"nombre d'enfants, Benjamin Franklin"
Hoeveel kinderen had Benjamin Franklin?,nl,"Benjamin Franklin, kinderen, hoeveel"
बेंजामिन फ्रैंकलिन के कितने बच्चे हैं?,hi_IN,"बेंजामिन फ्रैंकलिन, बच्चे"
Câți copii a avut Benjamin Franklin?,ro,"Benjamin Franklin, copil"
List the children of Margaret Thatcher.,en,"Margaret Thatcher, child"
Liste die Kinder von Margaret Thatcher auf.,de,"Margaret Thatcher, Kind"
Dame una lista de los hijos de Margaret Thatcher.,es,"Margaret Thatcher, hijos"
Elenca i figli di Margaret Thatcher.,it,"Margaret Thatcher, figlio"
Donnes-moi tous les enfants de Margaret Thatcher.,fr,"enfants, Margaret Thatcher"
Noem alle kinderen van Margaret Thatcher.,nl,"kinderen, Margaret Thatcher"
मार्गरेट थैचर के बच्चों की सूची बनाएं।,hi_IN,"मार्गरेट थैचर, बच्चों"
From which region is the Melon de Bourgogne?,en,"region, Melon de Bourgogne"
Aus welcher Region ist der Melon de Bourgogne?,de,"Region, Melon de Bourgogne"
¿De que región es el vino Melon de Bourgogne?,es,"región, Melon de Bourgogne"
Da quale regione proviene il Melon de Bourgogne?,it,"regione, Melon de Bourgogne"
De quelle région vient le Melon de Bourgogne?,fr,"région, Melon de Bourgogne"
Vanuit welke regio is de Melon de Bourgogne?,nl,"regio, Melon de Bourgogne"
मेलन डी बर्गोगोन किस क्षेत्र से है?,hi_IN,"मेलन डी बर्गोगोन, क्षेत्र"
Din ce regiune provine Melon-ul de Bourgogne?,ro,"regiune, Melon de Bourgogne"
Who is the oldest child of Meryl Streep?,en,"oldest child, Meryl Streep"
Wer ist das älteste Kind von Meryl Streep?,de,"ältestes Kind, Meryl Streep"
¿Cuál es el hijo mas mayor de Meryl Streep?,es,"hijo mas mayor, Meryl Streep"
Chi è il figlio maggiore di Meryl Streep?,it,"figlio maggiore, Meryl Streep"
Qui est l'enfant le plus agé de Merly Streep?,fr,"enfant le plus agé, Meryl Streep"
Wie is het oudste kind van Meryl Streep?,nl,"oudste kind, Meryl Streep"
मेरिल स्ट्रीप का सबसे पहला बच्चा कौन है?,hi_IN,"मेरिल स्ट्रीप, सबसे पहला बच्चा"
Cine este copilul cel mai mare al lui Meryl Streep?,ro,"copilul cel mai mare, Meryl Streep"
Are tree frogs a type of amphibian?,en,"tree frog, amphibian"
Sind Laubfrösche Amphibien?,de,"Laubfrosch, Amphibie"
¿Son las ranas verdes un tipo de anfibio?,es,"rana verde, anfibio"
Le rane verdi sono un tipo di anfibio?,it,"rana verde, anfibio"
Sont les grenouilles arboricoles un type d'amphibiens?,fr,"grenouilles arboricoles, amphibien"
Zijn boomkikkers een soort amfibie?,nl,"boomkikker, amfibie"
क्या वृक्ष के मेंढक एक प्रकार की उभयचर हैं?,hi_IN,"वृक्ष के मेंढक, प्रकार, उभयचर"
Sunt broaștele de copac un tip de amfibieni?,ro,"broască de copac, amfibian"
Is Christian Bale starring in Velvet Goldmine?,en,"Christian Bale, starring, Velvet Goldmine"
Spielt Christian Bale in Velvet Goldmine mit?,de,"Christian Bale, mitspielen, Velvet Goldmine"
¿Actúa Christian Bale en Velvet Goldmine?,es,"Christian Bale, actúa, Velvet Goldmine"
Christian Bale ha recitato in Velvet Goldmine?,it,"Christian Bale, recitare, Velvet Goldmine"
Christian Bale joue-t-il dans Velvet Goldmine?,fr,"Christian Bale, joue, Velvet Goldmine"
Speelt Christian Bale in Velvet Goldmine?,nl,"Christian Bale, speelt in, Velvet Goldmine"
क्या वेलवेट गोल्डमाइन में अभिनीता क्रिस्चियन बेल है?,hi_IN,"वेलवेट गोल्डमाइन, अभिनीता, क्रिस्चियन बेल"
Joacă Christian Bale un rol principal în Velvet Goldmine?,ro,"Christian Bale, rol principal, Velevet Goldmine"
List all games by GMT.,en,"game, GMT"
Liste alle Spiele von GMT auf.,de,"Spiel, GMT"
Dame todos los juegos de GMT.,es,"juegos, GMT"
Elenca tutti i giochi di GMT.,it,"gioco, GMT"
Donne-moi tous les jeux de GMT.,fr,"jeux, GMT"
Noem alle spelen van GMT.,nl,"spel, GMT"
जीएमटी द्वारा सभी खेलों की सूची बनाएं।,hi_IN,"जीएमटी, खेल"
Does the Isar flow into a lake?,en,"Isar, flow, lake"
Fließt die Isar in einen See?,de,"Isar, fließt, See"
¿Desemboca el Isar en un lago?,es,"Isar, desemboca, lago"
L'Isar sfocia in un lago?,it,"Isar, sfociare, lago"
L'Isar se déverse-t-il dans un lac?,fr,"Isar, deverse, lac"
Mondt de Isar uit in een meer?,nl,"Isar, uitmonden, meer"
क्या ईसार एक झील में प्रवाहित होती है?,hi_IN,"ईसार, झील, प्रवाहित"
Isarul se varsă într-un lac?,ro,"Isar, varsă, lac"
Which airports does Yeti Airlines serve?,en,"airports, Yeti Airlines"
یتی ایرلاینرز در چه فرودگاه هایی فعالیت می کند؟,fa,یتی ایرلاینرز، فرودگاه هایی
Welche Flughäfen fliegt Yeti Airlines an?,de,"Flughäfen, anfliegen, Yeti Airlines"
¿Qué aeropuertos sirve Yeti Airlines?,es,"aeropuertos, Yeti Airlines"
Quali aeroporti sono serviti da Yeti Airlines?,it,"aeroporti, Yeti Airlines"
Quels sont les aéroports servis par Yeti Airlines?,fr,"Yeti Airlines, aéroports"
Naar welke luchthavens vliegt Yeti Airlines?,nl,"luchthavens, Yeti Airlines"
यति एयरलाइंस किस हवाई अड्डे की सेवा करती है?,hi_IN,"यति एयरलाइंस, हवाई अड्ड, सेवा"
Ce aeroporturi deservește Yeti Airlines?,ro,"aeroporturi, Yeti Airlines"
Which Indian company has the most employees?,en,"Indian company, the most employees"
کدام شرکت هندی بیشترین تعداد کارمند را دارد؟,fa,شرکت هندی، بیشترین تعداد کارمند
Welches indische Unternehmen hat die meisten Angestellten?,de,"Unternehmen, Indien, die meisten Angestellten"
¿Qué empresa de la India tiene el mayor número de empleados?,es,"empresa India, mayor número empleados"
Quale società indiana ha il maggior numero di dipendenti?,it,"società indiana, maggior numero di dipendenti"
Quelle companie indienne a le plus d'employés?,fr,"companie indienne, maximum d'employés"
Welke Indiase bedrijf heeft de meeste werknemers?,nl,"Indiase bedrijf, de meeste werknemers"
किस भारतीय कंपनी में सबसे अधिक कर्मचारी हैं?,hi_IN,"भारतीय, कंपनी, सबसे अधिक कर्मचारी"
Ce companie indiană are cei mai mulți angajați?,ro,"companie indiană, cei mai mulți angajați"
Which city has the most inhabitants?,en,"city, the most inhabitants"
Welche Stadt hat die meisten Einwohner?,de,"Stadt, meisten Einwohner"
¿Que ciudad tiene la mayor población?,es,"ciudad, mayor población"
Quale città ha il maggior numero di abitanti?,it,"città, maggior numero di abitanti"
Quel ville a le plus grand nombre d'habitants?,fr,"ville, plus grand nombre d'habitants"
Welke stad heeft de meeste inwoners?,nl,"stad, meeste inwoners"
कौन से शहर में सबसे अधिक निवासी है?,hi_IN,"शहर, सबसे अधिक निवासी"
Care oraș are cei mai mulți locuitori?,ro,"oraș, cei mai mulți locuitori"
Who created Wikipedia?,en,"Wikipedia, created"
Wer hat Wikipedia gegründet?,de,"Wikipedia, gründen"
¿Quién creó Wikipedia?,es,"Wikipedia, creador"
Chi ha creato Wikipedia?,it,"Wikipedia, creatore"
Qui est le créateur de Wikipedia?,fr,"créateur, Wikipedia"
Wie heeft Wikipedia opgericht?,nl,"Wikipedia, oprichter"
विकिपीडिया किसने बनाया?,hi_IN,"विकिपीडिया, निर्माता"
Is Rita Wilson the wife of Tom Hanks?,en,"Rita Wilson, wife, Tom Hanks"
Ist Rita Wilson die Frau von Tom Hanks?,de,"Rita Wilson, Frau, Tom Hanks"
¿Es Rita Wilson la esposa de Tom Hanks?,es,"Rita Wilson, esposa, Tom Hanks"
Rita Wilson è la moglie di Tom Hanks?,it,"Rita Wilson, moglie, Tom Hanks"
Rita Wilson est-elle l'épouse de Tom Hanks?,fr,"Rita Wilson, épouse, Tom Hanks"
Is Rita Wilson de vrouw van Tom Hanks?,nl,"Rita Wilson, vrouw, Tom Hanks"
क्या रीटा विल्सन टॉम हैंक्स की पत्नी है?,hi_IN,"रीटा विल्सन, टॉम हैंक्स, पत्नी"
Este Rita Wilson soția lui Tom Hanks?,ro,"Rita Wilson, soție, Tom Hanks"
Is the wife of president Obama called Michelle?,en,"Obama, president, wife, called, Michelle"
Heißt die Frau von Präsident Obama Michelle?,de,"Obama, Präsident, Frau, heißen, Michelle"
¿La mujer del presidente Obama se llama Michelle?,es,"mujer, presidente, Obama, se lamma, Michelle"
La moglie del presidente Obama si chiama Michelle?,it,"moglie, presidente, Obama, si chiama, Michelle"
L'épouse du président Obama s'appelle-t-elle Michelle?,fr,"épouse, Obama, Michelle, appelle"
Heet de echtgenote van president Barack Obama Michelle?,nl,"echtgenote, Barack Obama, Michelle"
क्या राष्ट्रपति ओबामा की पत्नी का नाम मिशेल है?,hi_IN,"राष्ट्रपति ओबामा, पत्नी, मिशेल"
How many ethnic groups live in Slovenia?,en,"how many, ethnic groups, Slovenia"
چند گروه نژادی در اسلوونی زندگی می کنند؟,fa,گروه نژادی، اسلوونی
Wieviele ethnische Gruppen leben in Slovenien?,de,"Anzahl, ethnische Gruppen, Slovenien"
¿Cuántos grupos étnicos viven en Eslovenia?,es,grupos étnicos Eslovenia
Quanti gruppi etnici vivono in Slovenia?,it,"numero, gruppi etnici, Slovenia"
Combien de groupes ethniques vivent en Slovénie?,fr,"nombre, groupes ethniques, Slovénie"
Hoeveel etnische groepen leven in Slovenië?,nl,"hoeveel, etnische groepen, Slovenië"
कितने जातीय समूह स्लोवेनिया में रहते हैं?,hi_IN,"जातीय समूह, स्लोवेनिया"
Câte grupuri etnice trăiesc în Slovenia?,ro,"câte, grupuri etnice, Slovenia"
Who is the president of Eritrea?,en,"president, Eritrea"
رئیس جمهور اریتره کیست؟,fa,رئیس جمهور، اریتره
Wer ist der Präsident von Eritrea?,de,"Präsident, Eritrea"
¿Quién es el presidente de Eritrea?,es,presidente Eritrea
Chi è il presidente dell'Eritrea?,it,"presidente, Eritrea"
Qui est le président de l'Érytrée?,fr,"président, Erythrée"
Wie is de president van Eritrea?,nl,"president, Eritrea"
इरीट्रिया के राष्ट्रपति कौन है?,hi_IN,"इरीट्रिया, राष्ट्रपति"
Cine este președintele Eritreei?,ro,"președinte, Eritreea"
Which films did Stanley Kubrick direct?,en,"film, Stanley Kubrick, direct"
چه فیلم هایی را استنلی کوبریک کارگردانی کرده است؟,fa,فیلم هایی، استنلی کوبریک، کارگردانی
Bei wievielen Filmen hat Stanley Kubrick Regie geführt?,de,"wieviele, Filme, Stanley Kubrick, Regie"
¿Qué películas dirigio Stanley Kubrick?,es,"películas, director, Stanley Kubrick"
Quanti film ha diretto Stanley Kubrick?,it,"film, Stanley Kubrick, dirigere"
Quels films ont été dirigés par Stanley Kubrick?,fr,"films, directeur, Stanley Kubrick"
Hoveel films heeft Stanley Kubrick geregisseerd?,nl,"films, Stanley Kubrick, regisseur"
स्टैनले कुब्री ने कौन सी फिल्मे निर्देशित की हैं ?,hi_IN,"स्टैनले कुब्री, फिल्म, निर्देशित"
Ce filme a regizat Stanley Kubrick?,ro,"film, Stanley Kubrick, regiza"
When was the Titanic completed?,en,"Titanic, completion date"
Wann wurde die Titanic fertiggestellt?,de,"Titanic, fertiggestellt, Datum"
¿Cuando se completo el Titanic?,es,"fecha de acabado, Titanic"
Quando è stato completato il Titanic?,it,"Titanic, data, completamento"
Quand a été terminé le Titanic?,fr,"data de terminaison, Titanic"
Wanneer was de Titanic afgewerkt?,nl,"Titanic, wanneer, afgewerkt"
टाइटैनिक कब पूरा हुआ?,hi_IN,"टाइटैनिक, पूरा"
Când a fost terminat Titanicul?,ro,"Titanic, data terminării"
How many pages does War and Peace have?,en,"how many, pages, War and Peace"
Wieviele Seiten hat Krieg und Frieden?,de,"wieviele, Seiten, Krieg und Frieden"
¿Cuántas páginas tiene Guerra y Paz?,es,"número paginas, Guerra y Paz"
Quante pagine ha Guerra e Pace?,it,"pagine, Guerra e Pace"
Combien de pages a Guerre et Paix?,fr,"nomber de pages, Guerre et Paix"
Hoeveel pagina's heeft Oorlog en vrede?,nl,"hoeveel pagina's, Oorlog en vrede"
वॉर एंड पीस में कितने पृष्ठ हैं?,hi_IN,"वॉर एंड पीस, कितने पृष्ठ"
Câte pagini are Război și Pace?,ro,"câte pagini, Război și Pace"
What is the highest mountain in Italy?,en,"highest, mountain, Italy"
Was ist der höchste Berg in Italien?,de,"höchste, Berg, Italien"
¿Cuál es la montaña mas alta en Italia?,es,la montaña mas alta Italia
Qual è la montagna più alta in Italia?,it,"montagna, più alta, Italia"
Quelle est la plus haute montagne d'Italie?,fr,"plus haute, plus haute, Italie"
Wat is de hoogste berg in Italië?,nl,"hoogste, berg, Italië"
इटली में सर्वोच्च पर्वत कोनसा है?,hi_IN,"इटली, सर्वोच्च पर्वत"
Care este cel mai înalt munte din Italia?,ro,"cel mai înalt, munte, Italia"
How tall is Claudia Schiffer?,en,"Claudia Schiffer, tall"
Wie groß ist Claudia Schiffer?,de,"Claudia Schiffer, groß"
¿Cómo de alta es Claudia Schiffer?,es,"Claudia Schiffer, altura"
Quanto è alta Claudia Schiffer?,it,"Claudia Schiffer, altezza"
Quelle est la taille de Claudia Schiffer?,fr,"taille, Claudia Schiffer"
Hoe lang is Claudia Schiffer?,nl,"lengte, Claudia Schiffer"
क्लाउडिया शिफ़ेर कितनी लंबी है?,hi_IN,"क्लाउडिया शिफ़ेर, कितनी लंबी"
Who was John F. Kennedy's vice president?,en,"John F. Kennedy, vice president"
Wer war der Vizepräsident unter John F. Kennedy?,de,"John F. Kennedy, Vizepräsident"
¿Quién fué el vicepresidente de John F. Kennedy?,es,"John F. Kennedy, vicepresidente"
Chi fu il vicepresidente di John F. Kennedy?,it,"John F. Kennedy, vicepresidente"
Qui était le vice-président de John F. Kennedy?,fr,"John F. Kennedy, vice-président"
Wie was de vicepresident onder John F. Kennedy?,nl,"John F. Kennedy, vicepresident"
जॉन एफ कैनेडी के उपाध्यक्ष कौन थे?,hi_IN,"जॉन एफ कैनेडी, उपाध्यक्ष"
Cine a fost vicepreședintele lui John F. Kennedy?,ro,"John F. Kennedy, vicepreședinte"
Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,en,"subsidiary, Lufthansa, serve, Dortmund, Berlin Tegel"
Welche Tochtergesellschaft von Lufthansa fliegt sowohl Dortmund als auch Berlin Tegel an?,de,"Tochtergesellschaft, Lufthansa, anfliegen, Dortmund, Berlin Tegel"
¿Qué subsidiario de Lufthansa vuela en Dortmund y en Berlin?,es,"subsidiario, Lufthansa, vuela, Dortmund y Berlin"
Quale società sussidiaria di Lufthansa serve sia Dortmund che Berlin Tegel?,it,"società sussidiaria di Lufthansa, servire, Dortmund, Berlin Tegel"
Quelle subsidiaire de Lufhansa vole sur Dortmund et Berlin Tegel?,fr,"subsidiaire, Lufhansa, vole sur, Dortmund, Berlin Tegel"
Welke dochteronderneming van Lufthansa bedient zowel Dortmund en Berlin Tegel?,nl,"dochteronderneming, Lufthansa, bedient, Dortmund, Berlin Tegel"
लुफ्तहांसा की कौन सी सहायक कंपनी डॉर्टमुंड और बर्लिन टेगल दोनों की सेवा करती है?,hi_IN,"लुफ्तहांसा, सहायक कंपनी, डॉर्टमुंड, बर्लिन टेगल, सेवा"
Care filială a Lufthansa deservește atât Dortmund cât și Berlin Tegel?,ro,"filială, Lufthansa, deservește, Dortmund, Berlin Tegel"
Who was the successor of John F. Kennedy?,en,"John F. Kennedy, successor"
Wer war der Nachfolger von John F. Kennedy?,de,"John F. Kennedy, Nachfolger"
¿Quién fué el sucesor de John F. Kennedy?,es,"sucesor, John F. Kennedy"
Chi fu il successore di John F. Kennedy?,it,"John F. Kennedy, successore"
Qui était le successeur de John F. Kennedy?,fr,"John F. Kennedy, successeur"
Wie was de opvolger van John F. Kennedy?,nl,"John F. Kennedy, opvolger"
जॉन एफ कैनेडी के उत्तराधिकारी कौन थे?,hi_IN,"जॉन एफ कैनेडी, उत्तराधिकारी"
Who composed the soundtrack for Cameron's Titanic?,en,"compose, soundtrack, Cameron's Titanic"
چه کسی موسیقی متن تایتانیک کامرون را نوشته است؟,fa,موسیقی متن، تایتانیک کامرون، نوشته
Wer hat den Soundtrack für Camerons Titanic geschrieben?,de,"Cameron, Titanic, Soundtrack, geschrieben"
¿Quién compuso la banda sonora del Titanic de Cameron?,es,"compositor, banda sonora, Titanic de Cameron"
Chi ha composto la colonna sonora di Titanic di Cameron?,it,"comporre, colonna sonora, Titanic, Cameron"
Qui a composé le soundtrack du Titanic de Cameron?,fr,"compositeur, sountrack, Titanic, Cameron"
Door wie is de filmmuziek van Camerons Titanic geschreven?,nl,"filmmuziek, Camerons Titanic, componist"
कैमरन टाइटैनिक के लिए साउंडट्रैक किसने बनाया है?,hi_IN,"कैमरन टाइटैनिक, साउंडट्रैक, बनाया"
Cine a compus coloana sonoră pentru Titanicul lui Cameron?,ro,"compus, coloana sonoră, Titanicul lui Cameron"
Which movies did Kurosawa direct?,en,"film, direct, Kurosawa"
Welche Filme hat Kurosawa gedreht?,de,"Film, drehen, Kurosawa"
¿Qué películas ha rodado Kurosawa?,es,"película, rodada, Kurosawa?"
Che film ha diretto Kurosawa?,it,"film, dirigere, Kurosawa"
Quels films ont été realisés par Kurosawa?,fr,"films, Kurosawa"
Welke films heeft Kurosawa geregisseerd?,nl,"film, Kurosawa, regisseur"
कुरोसावा ने कौन सी फिल्मों का निर्देशन किया है ?,hi_IN,"कुरोसावा, फिल्मो, निर्देशन"
Ce filme a regizat Kurosawa?,ro,"film, regiza, Kurosawa"
In which time zone is Rome?,en,"time zone, Rome"
رم در چه ناحیه زمانی قرار دارد؟,fa,رم، ناحیه زمانی
In welcher Zeitzone liegt Rom?,de,"Rom, Zeitzone"
¿En qué zona horaria esta Roma?,es,"zona horaria, Roma"
Qual è il fuso orario di Roma?,it,"fuso orario, Roma"
Quelle est la zone horaire de Rome?,fr,"zone horaire, Rome"
In welke tijdzone zit Rome?,nl,"Rome, tijdzone"
रोम किस समय क्षेत्र में है?,hi_IN,"रोम, समय क्षेत्र"
Pe ce fus orar este Roma?,ro,"fus orar, Roma"
Give me the currency of China.,en,"currency, China"
Welche Währung benutzt China?,de,"Währung, China"
¿Cual es la moneda de China?,es,"moneda, China"
Dammi la valuta della Cina.,it,"valuta, Cina"
Doone-moi la monnaie chinoise.,fr,"monnaie, chinoise"
Wat is de munteenheid van China?,nl,"munteenheid, China"
मुझे चीन की मुद्रा बतायें ।,hi_IN,"चीन, मुद्रा"
Care este moneda din China?,ro,"moneda, China"
Who are the developers of DBpedia?,en,"developers, DBpedia"
چه کسانی توسعه دهندگان دی.بی.پدیا هستند؟,fa,توسعه دهندگان، دی.بی.پدیا
Wer sind die Entwickler von DBpedia?,de,"Entwickler, DBpedia"
¿Quiénes son los desarrolladores de DBpedia?,es,"desarrolladores, DBpedia"
Chi ha sviluppato DBpedia?,it,"sviluppatori, DBpedia"
Qui sont les développeurs de DBpedia?,fr,"développeurs, DBpedia"
Wie heeft DBpedia ontwikkeld?,nl,"DBpedia, ontwikkelaar"
डीबीपीडिया के डेवलपर कौन हैं?,hi_IN,"डीबीपीडिया, डेवलपर, विकासक"
Cine sunt dezvoltatorii DBpedia?,ro,"dezvoltatori, DBpedia"
Does Abraham Lincoln's death place have a website?,en,"Abraham Lincoln, death place, website"
Hat Abraham Lincolns Sterbeort eine Webseite?,de,"Abraham Lincoln, Sterbeort, Webseite"
¿Tiene el lugar de nacimiento de Abraham Lincol una página web?,es,"Abraham Lincoln, lugar de nacimiento, página web"
Il luogo di morte di Abraham Lincoln ha un sito web?,it,"Abraham Lincoln, luogo di morte, website"
A le lieu de décès d'Abraham Lincoln une page Web?,fr,"Abraham Lincoln, lieu de décès, page Web"
Heeft de stad waarin Abraham Lincoln is overleden een website?,nl,"Abraham Lincoln, stad, gestorven, website"
अब्राहम लिंकन की मौत की जगह की बसाइट है?,hi_IN,"अब्राहम लिंकन, मौत, जगह, बसाइट"
Locul morții lui Abraham Lincoln are un website?,ro,"locul morții, Abraham Lincoln, website"
Who is the king of the Netherlands?,en,"king, the Netherlands"
پادشاه هلند کیست؟,fa,پادشاه، هلند
Wer ist der König der Niederlande?,de,"König, Niederlande"
¿Quién es el rey de los Países Bajos?,es,"rey, Países Bajos"
Chi è il re dei Paesi Bassi?,it,"re, Paesi Bassi"
Qui est le roi des Pays-Bas?,fr,"roi, pays-bas"
Wie is de koning van Nederland?,nl,"koning, Nederland"
नीदरलैंड का राजा कौन है?,hi_IN,"नीदरलैंड, राजा"
Cine este regele Țărilor de Jos?,ro,"rege, Țările de Jos"
In which city did Nikos Kazantzakis die?,en,"city, Nikos Kazantzakis, die"
نیکوس کازانتزاکیس در کدام کشور مرد؟,fa,نیکوس کازانتزاکیس، کشور، مرد
In welcher Stadt ist Nikos Kazantzakis gestorben?,de,"Nikos Kazantzakis, Stadt, gestorben"
¿En que ciudad murió Nikos Kazantzakis?,es,"ciudad, murió, Nikos Kazantzakis?"
In quale città è morto Nikos Kazantzakis,it,"città, Nikos Kazantzakis, morto"
Dans quelle ville est mort Kazantsakis?,fr,"ville de décès, Kazantsakis"
In welke stad is Nikos Kazantzakis overleden?,nl,"Nikos Kazantzakis, overleden, stad"
निकोस काजांटाजाकिस का किस शहर में निधन हुआ ?,hi_IN,"निकोस काजांटाजाकिस, शहर, निधन"
În ce oraș a murit Nikos Kazantsakis?,ro,"oraș, Nikos Kazantsakis, murit"
Give me a list of all critically endangered birds.,en,"list, critically endangered birds"
لیستی از پرندگان روبه انقراض را بده.,fa,پرندگان، روبه انقراض
Gib mir eine Liste aller stark bedrohten Vogelarten.,de,"Vogel, stark gefährdet"
Dame una lista de todas las aves en peligro de extinción.,es,"aves, peligro de extinción"
Dammi la lista di tutti gli uccelli in via di estinzione.,it,"lista, uccelli in via di estinzione"
Donnes-moi la liste des oiseaux en voie de disparition.,fr,"oiseaux, voie de disparition"
Geef een lijst met alle ernstig bedreigde vogelsoorten.,nl,"vogels, ernstig bedreigd"
मुझे समीक्षकों से लुप्तप्राय पक्षियों की सूची बतायें ।,hi_IN,"समीक्षकों, लुप्तप्राय पक्षियों"
Dă-mi o listă cu toate păsările în pericol ridicat de dispariție.,ro,"listă, păsări în pericol ridicat de dispariție"
How many inhabitants does the largest city in Canada have?,en,"inhabitants, largest city, Canada"
Wieviele Einwohner hat die größte Stadt in Kanada?,de,"Einwohner, größte Stadt, Kanada"
¿Cuántos habitantes tiene la ciudad más grande de Canadá?,es,"número de habitantes, ciudad más grande de Canadá"
Quanti abitanti ha la città più grande del Canada?,it,"abitanti, città più grande, Canada"
Combien d'habitants a large ville la plus grande du Canada?,fr,"nombre dhabitants, ville la plus large, Canada"
Hoeveel inwoners heeft de grootste stadt in Canada?,nl,"inwoners, grootste, stad, Canada"
कनाडा के सबसे बड़े शहर में कितने निवासी हैं?,hi_IN,"कनाडा, सबसे बड़े शहर, निवासी"
Câți locuitori are cel mai are oraș din Canada?,ro,"locuitori, cel mai mare oraș, Canada"
In which military conflicts did Lawrence of Arabia participate?,en,"Lawrence of Arabia, military conflict"
An welchen militärischen Auseinandersetzungen war Lawrence von Arabien beteiligt?,de,"Lawrence von Arabien, militärische Auseinandersetzung"
¿En qué conflictos militares participó Lawrence de Arabia?,es,"Lawrence de Arabia, conflicto militar"
A quali conflitti militari ha partecipato Lawrence d'Arabia?,it,"Lawrence d'Arabia, conflitto militare"
Dans quels conflits militaires a participé Lawrence d'Arabie?,fr,"Lawrence d'Arabie, conflits militaires"
Bij welke militaire conflicten was Lawrence of Arabia betrokken?,nl,"militair conflict, Lawrence of Arabia"
अरब के लॉरेंस ने किस सैन्य युद्ध में भाग लिया?,hi_IN,"अरब के लॉरेंस, सैन्य युद्ध, भाग लिया"
În care conflicte militare a participat Lawrence al Arabiei?,ro,"Lawrence al Arabiei, conflict militar"
Which book has the most pages?,en,"book, the most pages"
Welches Buch hat die meisten Seiten?,de,"Buch, meisten Seiten"
¿Que libro tiene el mayor numero de paginas?,es,"libro, mayor numero paginas"
Quale libro ha il maggior numero di pagine?,it,"libro, maggior numero di pagine"
Quel livre a le plus de pages?,fr,"livre, le plus de pages"
Welk boek heeft de meeste pagina's?,nl,"boek, meeste pagina's"
कौन से पुस्तक में सबसे अधिक पृष्ठ हैं?,hi_IN,"पुस्तक, सबसे अधिक पृष्ठ"
Ce carte are cele mai multe pagini?,ro,"carte, cele mai multe pagini"
In which country does the Nile start?,en,"Nile, start, country"
In welchem Land entspringt der Nil?,de,"Nil, entspringen, Land"
¿En qué país nace el Nilo?,es,"Nilo, país, orígen"
In quale stato nasce il Nilo?,it,"Nilo, stato, origine"
Dans quel pays commence le Nil?,fr,"pays, commence, Nil"
In welk land ontspringt de Nijl?,nl,"ontspringt, Nijl"
नाइल नदी किस देश में शुरू होती है?,hi_IN,"नाइल नदी, देश, शुरू"
Who is the Formula 1 race driver with the most races?,en,"Formula 1, race driver, races, most"
چه کسی راننده فرمول 1 با بیشترین مسابقه است؟,fa,راننده، فرمول 1، بیشترین، مسابقه
Wer ist der Formel-1-Fahrer mit den meisten Rennen?,de,"Formel 1, Rennfahrer, Rennen, die meisten"
¿Quién es el conductor de Formula 1 con más carreras?,es,"Fconductor, órmula 1, carreras, más"
Qual è il pilota di Formula 1 con più gare?,it,"Formula 1, pilota, maggior numero di gare"
Quel est le pilote de Formule 1 qui a gagné le plus de courses?,fr,"Formule 1, pilote, plus de courses"
Wie is de Formule 1-coureur met de meeste races op zijn naam?,nl,"Formule 1, coureur, races, de meeste"
सबसे अधिक दौड़ वाले फॉर्मूला 1 रेस ड्रायवर कौन है?,hi_IN,"सबसे अधिक दौड़, फॉर्मूला 1, रेस ड्रायवर"
Cine este pilotul de curse Formula 1 cu cele mai multe curse?,ro,"Formula 1, pilot de curse, cele mai multe"
Which companies produce hovercrafts?,en,"companies, produce, hovercrafts"
چه شرکت هایی هواناو تولید می کنند؟,fa,شرکت هایی، هواناو، تولید
Welche Firmen stellen Hovercrafts her?,de,"Firma, herstellen, Hovercraft"
¿Qué compañías producen aerodeslizadores?,es,"compañías, producen, aerodeslizadores"
Quali società producono aeroscafi?,it,"società produrre, aeroscafi"
Quelles companies produisent des aéroglisseurs?,fr,"companies, aéroglisseurs"
Welke bedrijven produceren hovercrafts?,nl,"bedrijven, produceren, hovercrafts"
कौन सी कंपनियां हॉवरक्राफ्ट बनाती हैं?,hi_IN,"कंपनियां, हॉवरक्राफ्ट बनाती"
Care companii produc aeroglisoare?,ro,"companii, produc, aeroglisoare"
Did Elvis Presley have children?,en,"Elvis Presley, children"
آیا الویس پرسلی فرزند دارد؟,fa,الویس پرسلی، فرزند
Hatte Elvis Presley Kinder?,de,"Elvis Presley, Kinder"
Tuvo hijos Elvis Presley?,es,"hijos, Elvis Presley"
Elvis Presley ha avuto dei figli?,it,"Elvis Presley, figli"
Elvis Presley a-t-il eu des enfants?,fr,"enfants, Elvis Presley"
Had Elvis Presley kinderen?,nl,"Elvis Presley, kinderen"
क्या एल्विस प्रेस्ली के बच्चे थे ?,hi_IN,"एल्विस प्रेस्ली, बच्चे"
A avut Elvis Presley copii?,ro,"Elvis Presly, copii"
In which countries do people speak Japanese?,en,"which countries, speak, Japanese"
